TID,OBJECTID,ORGANIZATION,LOCATEID,COLLECADDRES,COLLECCITY,COLLECZIP,COMP_ADDR,FIPSCOUNTY,JURISDNAME,TRAPTYPE,OrgLocIDTrap,POOLSIZE,GENDER,TESTTYPE,RESULTTYPE,ISPOS,TESTDATE,GENUS,SPECIES,U_trap2,TRAPTYPE,Loc_name,LOGITUDE,LATITUDE,COLLECSAMPLEID,U_id2,Numtests,COLLECDATE,WEEK_NEW,YEAR
Y11P09595,190279,COOK COUNTY HEALTH DEPT,51,4825 RIDGEWOOD,NORRIDGE,60634,4825 RIDGEWOOD_NORRIDGE_60634,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,COOK COUNTY HEALTH DEPT|51|GRAVID TRAP,10,Female,RAMP WNV,NEGATIVE,0,26-Jul-11,Culex,PIPIENS/RESTUANS,UTC1106,GRAVID TRAP,IDPH,-87.79447,41.94516,313,UTC1106 313,1,22-Jul-11,29,2011
Y11P09593,190277,COOK COUNTY HEALTH DEPT,68,7500 W. MONTROSE AVE.,NORRIDGE,60634,7500 W. MONTROSE AVE._NORRIDGE_60634,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,COOK COUNTY HEALTH DEPT|68|GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,26-Jul-11,Culex,PIPIENS/RESTUANS,UTC1107,GRAVID TRAP,IDPH,-87.79447,41.94516,311,UTC1107 311,1,22-Jul-11,29,2011
Y11P09598,190282,COOK COUNTY HEALTH DEPT,65,ROSE STREET AND IVANHOE ROAD,SCHILLER PARK,60176,ROSE STREET AND IVANHOE ROAD_SCHILLER PARK_60176,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,COOK COUNTY HEALTH DEPT|65|GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,26-Jul-11,Culex,PIPIENS/RESTUANS,UTC1109,GRAVID TRAP,IDPH,-87.8663,41.94771,316,UTC1109 316,1,22-Jul-11,29,2011
Y11P08453,189422,COOK COUNTY HEALTH DEPT,12,JUDD STREET & IRVING PARK ROAD,SCHILLER PARK,60176,JUDD STREET & IRVING PARK ROAD_SCHILLER PARK_60176,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,COOK COUNTY HEALTH DEPT|12|GRAVID TRAP,1,Female,RAMP WNV,NEGATIVE,0,26-Jul-11,Culex,PIPIENS/RESTUANS,UTC1121,GRAVID TRAP,IDPH,-87.87712,41.95631,274,UTC1121 274,1,22-Jul-11,29,2011
Y11P09600,190284,COOK COUNTY HEALTH DEPT,69,4824 RIVER RD,SCHILLER PARK,60176,4824 RIVER RD_SCHILLER PARK_60176,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,COOK COUNTY HEALTH DEPT|69|GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,26-Jul-11,Culex,PIPIENS/RESTUANS,UTC1135,GRAVID TRAP,IDPH,-87.861673,41.966579,318,UTC1135 318,1,22-Jul-11,29,2011
Y11P09594,190278,COOK COUNTY HEALTH DEPT,TRP-12,Montrose & Oak Park Ave.,HARWOOD HEIGHTS,60656,Montrose & Oak Park Ave._HARWOOD HEIGHTS_60656,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,COOK COUNTY HEALTH DEPT|TRP-12|GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,26-Jul-11,Culex,PIPIENS/RESTUANS,UTC1156,GRAVID TRAP,IDPH,-87.83012,41.97563,312,UTC1156 312,1,22-Jul-11,29,2011
Y11P08997,189738,North Shore MAD,NSG23,NILES FPD - NORDICA & FARGO,NILES,60714,NILES FPD - NORDICA & FARGO_NILES_60714,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG23|GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,27-Jul-11,Culex,PIPIENS,UTC1176,GRAVID TRAP,IDPH,-87.798462,42.01703,NS622,UTC1176 NS622,2,22-Jul-11,29,2011
Y11P08952,189723,North Shore MAD,NSG6,6600 Block KILBORN,LINCOLNWOOD,60712,6600 Block KILBORN_LINCOLNWOOD_60712,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG6|GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,27-Jul-11,Culex,PIPIENS,UTC1180,GRAVID TRAP,IDPH,-87.745233,42.02175,NS607,UTC1180 NS607,2,22-Jul-11,29,2011
Y11P08955,189724,North Shore MAD,NSG6,6600 Block KILBORN,LINCOLNWOOD,60712,6600 Block KILBORN_LINCOLNWOOD_60712,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG6|GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,27-Jul-11,Culex,PIPIENS,UTC1180,GRAVID TRAP,IDPH,-87.745233,42.02175,NS608,UTC1180 NS608,2,22-Jul-11,29,2011
Y11P08970,189729,North Shore MAD,NSG17,212 DEWEY,EVANSTON,60201,212 DEWEY_EVANSTON_60201,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG17|GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,27-Jul-11,Culex,PIPIENS,UTC1181,GRAVID TRAP,IDPH,-87.696433,42.022067,NS613,UTC1181 NS613,2,22-Jul-11,29,2011
Y11P08973,189730,North Shore MAD,NSG17,212 DEWEY,EVANSTON,60201,212 DEWEY_EVANSTON_60201,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG17|GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,27-Jul-11,Culex,PIPIENS,UTC1181,GRAVID TRAP,IDPH,-87.696433,42.022067,NS614,UTC1181 NS614,2,22-Jul-11,29,2011
Y11P09597,190281,COOK COUNTY HEALTH DEPT,37,1111 JOSEPH SCHWAB ROAD,DES PLAINES,60016,1111 JOSEPH SCHWAB ROAD_DES PLAINES_60016,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,COOK COUNTY HEALTH DEPT|37|GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,26-Jul-11,Culex,PIPIENS/RESTUANS,UTC1187,GRAVID TRAP,IDPH,-87.874629,42.032471,315,UTC1187 315,1,22-Jul-11,29,2011
Y11P08985,189734,North Shore MAD,NSG22,WAYSIDE WOODS - DEMPSTER & LEHIGH,MORTON GROVE,60053,WAYSIDE WOODS - DEMPSTER & LEHIGH_MORTON GROVE_60053,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG22|GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,27-Jul-11,Culex,PIPIENS,UTC1201,GRAVID TRAP,IDPH,-87.789667,42.04255,NS618,UTC1201 NS618,2,22-Jul-11,29,2011
Y11P08988,189735,North Shore MAD,NSG22,WAYSIDE WOODS - DEMPSTER & LEHIGH,MORTON GROVE,60053,WAYSIDE WOODS - DEMPSTER & LEHIGH_MORTON GROVE_60053,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG22|GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,27-Jul-11,Culex,PIPIENS,UTC1201,GRAVID TRAP,IDPH,-87.789667,42.04255,NS619,UTC1201 NS619,2,22-Jul-11,29,2011
Y11P08991,189736,North Shore MAD,NSG22,WAYSIDE WOODS - DEMPSTER & LEHIGH,MORTON GROVE,60053,WAYSIDE WOODS - DEMPSTER & LEHIGH_MORTON GROVE_60053,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG22|GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,27-Jul-11,Culex,PIPIENS,UTC1201,GRAVID TRAP,IDPH,-87.789667,42.04255,NS620,UTC1201 NS620,2,22-Jul-11,29,2011
Y11P09024,189747,North Shore MAD,NSG28,9000 GROSS POINT ROAD,SKOKIE,60077,9000 GROSS POINT ROAD_SKOKIE_60077,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG28|GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,27-Jul-11,Culex,PIPIENS,UTC1202,GRAVID TRAP,IDPH,-87.75368,42.0441,NS631,UTC1202 NS631,2,22-Jul-11,29,2011
Y11P09027,189748,North Shore MAD,NSG28,9000 GROSS POINT ROAD,SKOKIE,60077,9000 GROSS POINT ROAD_SKOKIE_60077,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG28|GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,27-Jul-11,Culex,PIPIENS,UTC1202,GRAVID TRAP,IDPH,-87.75368,42.0441,NS632,UTC1202 NS632,2,22-Jul-11,29,2011
Y11P09015,189744,North Shore MAD,NSG27,3550 LAKE,SKOKIE,60076,3550 LAKE_SKOKIE_60076,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG27|GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,27-Jul-11,Culex,PIPIENS,UTC1203,GRAVID TRAP,IDPH,-87.71772,42.04461,NS628,UTC1203 NS628,2,22-Jul-11,29,2011
Y11P09018,189745,North Shore MAD,NSG27,3550 LAKE,SKOKIE,60076,3550 LAKE_SKOKIE_60076,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG27|GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,27-Jul-11,Culex,PIPIENS,UTC1203,GRAVID TRAP,IDPH,-87.71772,42.04461,NS629,UTC1203 NS629,2,22-Jul-11,29,2011
Y11P09021,189746,North Shore MAD,NSG27,3550 LAKE,SKOKIE,60076,3550 LAKE_SKOKIE_60076,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG27|GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,27-Jul-11,Culex,PIPIENS,UTC1203,GRAVID TRAP,IDPH,-87.71772,42.04461,NS630,UTC1203 NS630,2,22-Jul-11,29,2011
Y11P08946,189721,North Shore MAD,NSG3,PERKINS WOODS,EVANSTON,60201,PERKINS WOODS_EVANSTON_60201,COOK,EVANSTON HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG3|GRAVID TRAP,34,Female,PCRWNV,NEGATIVE,0,27-Jul-11,Culex,PIPIENS,UTC1212,GRAVID TRAP,IDPH,-87.7118,42.059166,NS605,UTC1212 NS605,2,22-Jul-11,29,2011
Y11P08940,189719,North Shore MAD,NSG2,GLENVIEW&HARLEM,GLENVIEW,60025,GLENVIEW&HARLEM_GLENVIEW_60025,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG2|GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,27-Jul-11,Culex,PIPIENS,UTC1216,GRAVID TRAP,IDPH,-87.8036,42.067666,NS603,UTC1216 NS603,2,22-Jul-11,29,2011
Y11P08943,189720,North Shore MAD,NSG2,GLENVIEW&HARLEM,GLENVIEW,60025,GLENVIEW&HARLEM_GLENVIEW_60025,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG2|GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,27-Jul-11,Culex,PIPIENS,UTC1216,GRAVID TRAP,IDPH,-87.8036,42.067666,NS604,UTC1216 NS604,2,22-Jul-11,29,2011
Y11P08976,189731,North Shore MAD,NSG21,KEADY CENTER - SKOKIE&HIBBARD,WILMETTE,60091,KEADY CENTER - SKOKIE&HIBBARD_WILMETTE_60091,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG21|GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,27-Jul-11,Culex,PIPIENS,UTC1219,GRAVID TRAP,IDPH,-87.751133,42.076717,NS615,UTC1219 NS615,2,22-Jul-11,29,2011
Y11P08979,189732,North Shore MAD,NSG21,KEADY CENTER - SKOKIE&HIBBARD,WILMETTE,60091,KEADY CENTER - SKOKIE&HIBBARD_WILMETTE_60091,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG21|GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,27-Jul-11,Culex,PIPIENS,UTC1219,GRAVID TRAP,IDPH,-87.751133,42.076717,NS616,UTC1219 NS616,2,22-Jul-11,29,2011
Y11P08982,189733,North Shore MAD,NSG21,KEADY CENTER - SKOKIE&HIBBARD,WILMETTE,60091,KEADY CENTER - SKOKIE&HIBBARD_WILMETTE_60091,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG21|GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,27-Jul-11,Culex,PIPIENS,UTC1219,GRAVID TRAP,IDPH,-87.751133,42.076717,NS617,UTC1219 NS617,2,22-Jul-11,29,2011
Y11P09603,190287,COOK COUNTY HEALTH DEPT,62,1418 PFINGSTEN ROAD,GLENVIEW,60025,1418 PFINGSTEN ROAD_GLENVIEW_60025,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,COOK COUNTY HEALTH DEPT|62|GRAVID TRAP,20,Female,RAMP WNV,NEGATIVE,0,26-Jul-11,Culex,PIPIENS/RESTUANS,UTC1223,GRAVID TRAP,IDPH,-87.849313,42.081334,321,UTC1223 321,1,22-Jul-11,29,2011
Y11P09602,190286,COOK COUNTY HEALTH DEPT,8,1421 MILWAUKEE,GLENVIEW,60025,1421 MILWAUKEE_GLENVIEW_60025,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,COOK COUNTY HEALTH DEPT|8|GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,26-Jul-11,Culex,PIPIENS/RESTUANS,UTC1224,GRAVID TRAP,IDPH,-87.864734,42.081525,320,UTC1224 320,1,22-Jul-11,29,2011
Y11P09006,189741,North Shore MAD,NSG25,CENTENNIAL PARK,KENILWORTH,60043,CENTENNIAL PARK_KENILWORTH_60043,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG25|GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,27-Jul-11,Culex,PIPIENS,UTC1226,GRAVID TRAP,IDPH,-87.716083,42.085583,NS625,UTC1226 NS625,2,22-Jul-11,29,2011
Y11P09601,190285,COOK COUNTY HEALTH DEPT,38,4303 WESTVIEW,NORTHBROOK,60062,4303 WESTVIEW_NORTHBROOK_60062,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,COOK COUNTY HEALTH DEPT|38|GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,26-Jul-11,Culex,PIPIENS/RESTUANS,UTC1227,GRAVID TRAP,IDPH,-87.863114,42.090746,319,UTC1227 319,1,22-Jul-11,29,2011
Y11P08949,189722,North Shore MAD,NSG5,4600 Block BRUMMEL,SKOKIE,60077,4600 Block BRUMMEL_SKOKIE_60077,COOK,SKOKIE HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG5|GRAVID TRAP,30,Female,PCRWNV,NEGATIVE,0,27-Jul-11,Culex,PIPIENS,UTC1233,GRAVID TRAP,IDPH,-87.761766,42.097216,NS606,UTC1233 NS606,2,22-Jul-11,29,2011
Y11P09596,190280,COOK COUNTY HEALTH DEPT,50,3913 HARVEST LANE,GLENVIEW,60025,3913 HARVEST LANE_GLENVIEW_60025,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,COOK COUNTY HEALTH DEPT|50|GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,26-Jul-11,Culex,PIPIENS/RESTUANS,UTC1234,GRAVID TRAP,IDPH,-87.852019,42.09763,314,UTC1234 314,1,22-Jul-11,29,2011
Y11P08964,189727,North Shore MAD,NSG14,270 EUCLID - CROW ISLAND PARK,WINNETKA,60093,270 EUCLID - CROW ISLAND PARK_WINNETKA_60093,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG14|GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,27-Jul-11,Culex,PIPIENS,UTC1236,GRAVID TRAP,IDPH,-87.74885,42.098383,NS611,UTC1236 NS611,2,22-Jul-11,29,2011
Y11P09599,190283,COOK COUNTY HEALTH DEPT,36,2790 BROOK DALE,NORTHBROOK,60062,2790 BROOK DALE_NORTHBROOK_60062,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,COOK COUNTY HEALTH DEPT|36|GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,26-Jul-11,Culex,PIPIENS/RESTUANS,UTC1237,GRAVID TRAP,IDPH,-87.859811,42.102778,317,UTC1237 317,1,22-Jul-11,29,2011
Y11P08958,189725,North Shore MAD,NSG13,2900 PATRIOT BLVD,GLENVIEW,60025,2900 PATRIOT BLVD_GLENVIEW_60025,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG13|GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,27-Jul-11,Culex,PIPIENS,UTC1242,GRAVID TRAP,IDPH,-87.821683,42.110783,NS609,UTC1242 NS609,2,22-Jul-11,29,2011
Y11P08961,189726,North Shore MAD,NSG13,2900 PATRIOT BLVD,GLENVIEW,60025,2900 PATRIOT BLVD_GLENVIEW_60025,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG13|GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,27-Jul-11,Culex,PIPIENS,UTC1242,GRAVID TRAP,IDPH,-87.821683,42.110783,NS610,UTC1242 NS610,2,22-Jul-11,29,2011
Y11P09000,189739,North Shore MAD,NSG24,SOMME WOODS,NORTHBROOK,60062,SOMME WOODS_NORTHBROOK_60062,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG24|GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,27-Jul-11,Culex,PIPIENS,UTC1252,GRAVID TRAP,IDPH,-87.84219,42.12548,NS623,UTC1252 NS623,2,22-Jul-11,29,2011
Y11P09003,189740,North Shore MAD,NSG24,SOMME WOODS,NORTHBROOK,60062,SOMME WOODS_NORTHBROOK_60062,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG24|GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,27-Jul-11,Culex,PIPIENS,UTC1252,GRAVID TRAP,IDPH,-87.84219,42.12548,NS624,UTC1252 NS624,2,22-Jul-11,29,2011
Y11P09009,189742,North Shore MAD,NSG26,GREENBAY ROAD - TURNBULL WOODS,GLENCOE,60022,GREENBAY ROAD - TURNBULL WOODS_GLENCOE_60022,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG26|GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,27-Jul-11,Culex,PIPIENS,UTC1257,GRAVID TRAP,IDPH,-87.77531,42.14952,NS626,UTC1257 NS626,2,22-Jul-11,29,2011
Y11P09012,189743,North Shore MAD,NSG26,GREENBAY ROAD - TURNBULL WOODS,GLENCOE,60022,GREENBAY ROAD - TURNBULL WOODS_GLENCOE_60022,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,North Shore MAD|NSG26|GRAVID TRAP,33,Female,PCRWNV,NEGATIVE,0,27-Jul-11,Culex,PIPIENS,UTC1257,GRAVID TRAP,IDPH,-87.77531,42.14952,NS627,UTC1257 NS627,2,22-Jul-11,29,2011
Y11P09389,190172,MCHENRY COUNTY HEALTH DEPT,17,1215 HILLCREST AVE.,FOX RIVER GROVE,60021,1215 HILLCREST AVE._FOX RIVER GROVE_60021,MCHENRY,MCHENRY COUNTY HEALTH DEPT,GRAVID TRAP,MCHENRY COUNTY HEALTH DEPT|17|GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,25-Jul-11,Culex,SP,UTC1277,GRAVID TRAP,IDPH,-88.23534,42.19053,49,UTC1277 49,1,22-Jul-11,29,2011
Y11P09393,190174,MCHENRY COUNTY HEALTH DEPT,17,1215 HILLCREST AVE.,FOX RIVER GROVE,60021,1215 HILLCREST AVE._FOX RIVER GROVE_60021,MCHENRY,MCHENRY COUNTY HEALTH DEPT,GRAVID TRAP,MCHENRY COUNTY HEALTH DEPT|17|GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,25-Jul-11,Culex,SP,UTC1277,GRAVID TRAP,IDPH,-88.23534,42.19053,50,UTC1277 50,1,22-Jul-11,29,2011
Y11P09397,190176,MCHENRY COUNTY HEALTH DEPT,17,1215 HILLCREST AVE.,FOX RIVER GROVE,60021,1215 HILLCREST AVE._FOX RIVER GROVE_60021,MCHENRY,MCHENRY COUNTY HEALTH DEPT,GRAVID TRAP,MCHENRY COUNTY HEALTH DEPT|17|GRAVID TRAP,41,Female,VECWNV,NEGATIVE,0,24-Jul-11,Culex,SP,UTC1277,GRAVID TRAP,IDPH,-88.23534,42.19053,51,UTC1277 51,1,22-Jul-11,29,2011
Y11P09414,190185,MCHENRY COUNTY HEALTH DEPT,5,4811 W Orchard Drive,MCCULLOM LAKE,60050,4811 W Orchard Drive_MCCULLOM LAKE_60050,MCHENRY,MCHENRY COUNTY HEALTH DEPT,GRAVID TRAP,MCHENRY COUNTY HEALTH DEPT|5|GRAVID TRAP,4,Female,VECWNV,NEGATIVE,0,25-Jul-11,Culex,SP,UTC1294,GRAVID TRAP,IDPH,-88.371783,42.244883,55,UTC1294 55,1,22-Jul-11,29,2011
Y11P09401,190178,MCHENRY COUNTY HEALTH DEPT,18,3510 BAY RD.,CRYSTAL LAKE,60012,3510 BAY RD._CRYSTAL LAKE_60012,MCHENRY,MCHENRY COUNTY HEALTH DEPT,GRAVID TRAP,MCHENRY COUNTY HEALTH DEPT|18|GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,25-Jul-11,Culex,SP,UTC1306,GRAVID TRAP,IDPH,-88.29916,42.27934,52,UTC1306 52,1,22-Jul-11,29,2011
Y11P09405,190180,MCHENRY COUNTY HEALTH DEPT,18,3510 BAY RD.,CRYSTAL LAKE,60012,3510 BAY RD._CRYSTAL LAKE_60012,MCHENRY,MCHENRY COUNTY HEALTH DEPT,GRAVID TRAP,MCHENRY COUNTY HEALTH DEPT|18|GRAVID TRAP,30,Female,VECWNV,NEGATIVE,0,24-Jul-11,Culex,SP,UTC1306,GRAVID TRAP,IDPH,-88.29916,42.27934,53,UTC1306 53,1,22-Jul-11,29,2011
Y11P09410,190183,MCHENRY COUNTY HEALTH DEPT,1,2200 SEMINARY AVE,WOODSTOCK,60098,2200 SEMINARY AVE_WOODSTOCK_60098,MCHENRY,MCHENRY COUNTY HEALTH DEPT,GRAVID TRAP,MCHENRY COUNTY HEALTH DEPT|1|GRAVID TRAP,5,Female,VECWNV,NEGATIVE,0,25-Jul-11,Culex,SP,UTC1331,GRAVID TRAP,IDPH,-88.43831,42.34064,54,UTC1331 54,1,22-Jul-11,29,2011
Y11P09417,190186,MCHENRY COUNTY HEALTH DEPT,13,3001 LAKEVIEW DR.,WONDER LAKE,60097,3001 LAKEVIEW DR._WONDER LAKE_60097,MCHENRY,MCHENRY COUNTY HEALTH DEPT,GRAVID TRAP,MCHENRY COUNTY HEALTH DEPT|13|GRAVID TRAP,8,Female,VECWNV,NEGATIVE,0,25-Jul-11,Culex,SP,UTC1337,GRAVID TRAP,IDPH,-88.35399,42.37127,56,UTC1337 56,1,22-Jul-11,29,2011
Y11P07776,189029,Desplaines Valley MAD,rp,Roberts Rd. & 84th Pl.,JUSTICE,60458,Roberts Rd. & 84th Pl._JUSTICE_60458,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,Desplaines Valley MAD|rp|GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,16-Aug-11,Culex,PIPIENS/RESTUANS,UTC0929,GRAVID TRAP,IDPH,-87.81937,41.73735,dv655,UTC0929 dv655,2,24-Jul-11,30,2011
Y11P07779,189030,Desplaines Valley MAD,rp,Roberts Rd. & 84th Pl.,JUSTICE,60458,Roberts Rd. & 84th Pl._JUSTICE_60458,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,Desplaines Valley MAD|rp|GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,16-Aug-11,Culex,PIPIENS/RESTUANS,UTC0929,GRAVID TRAP,IDPH,-87.81937,41.73735,dv656,UTC0929 dv656,2,24-Jul-11,30,2011
Y11P07782,189031,Desplaines Valley MAD,rp,Roberts Rd. & 84th Pl.,JUSTICE,60458,Roberts Rd. & 84th Pl._JUSTICE_60458,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,Desplaines Valley MAD|rp|GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,16-Aug-11,Culex,PIPIENS/RESTUANS,UTC0929,GRAVID TRAP,IDPH,-87.81937,41.73735,dv657,UTC0929 dv657,2,24-Jul-11,30,2011
Y11P07785,189032,Desplaines Valley MAD,rp,Roberts Rd. & 84th Pl.,JUSTICE,60458,Roberts Rd. & 84th Pl._JUSTICE_60458,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,Desplaines Valley MAD|rp|GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,16-Aug-11,Culex,PIPIENS/RESTUANS,UTC0929,GRAVID TRAP,IDPH,-87.81937,41.73735,dv658,UTC0929 dv658,2,24-Jul-11,30,2011
Y11P07788,189033,Desplaines Valley MAD,rp,Roberts Rd. & 84th Pl.,JUSTICE,60458,Roberts Rd. & 84th Pl._JUSTICE_60458,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,Desplaines Valley MAD|rp|GRAVID TRAP,39,Female,PCRWNV,NEGATIVE,0,16-Aug-11,Culex,PIPIENS/RESTUANS,UTC0929,GRAVID TRAP,IDPH,-87.81937,41.73735,dv659,UTC0929 dv659,2,24-Jul-11,30,2011
Y11P07791,189034,Desplaines Valley MAD,ws,8261 Willow Springs Rd.,WILLOW SPRINGS,60480,8261 Willow Springs Rd._WILLOW SPRINGS_60480,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,Desplaines Valley MAD|ws|GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,16-Aug-11,Culex,PIPIENS/RESTUANS,UTC0932,GRAVID TRAP,IDPH,-87.88511,41.73975,dv660,UTC0932 dv660,2,24-Jul-11,30,2011
Y11P07794,189035,Desplaines Valley MAD,ws,8261 Willow Springs Rd.,WILLOW SPRINGS,60480,8261 Willow Springs Rd._WILLOW SPRINGS_60480,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,Desplaines Valley MAD|ws|GRAVID TRAP,47,Female,PCRWNV,NEGATIVE,0,16-Aug-11,Culex,PIPIENS/RESTUANS,UTC0932,GRAVID TRAP,IDPH,-87.88511,41.73975,dv661,UTC0932 dv661,2,24-Jul-11,30,2011
Y11P07800,189037,Desplaines Valley MAD,hk,8890 67TH ST.,HODGKINS,60525,8890 67TH ST._HODGKINS_60525,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,Desplaines Valley MAD|hk|GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,16-Aug-11,Culex,PIPIENS/RESTUANS,UTC0951,GRAVID TRAP,IDPH,-87.85477,41.76822,dv663,UTC0951 dv663,2,24-Jul-11,30,2011
Y11P07803,189038,Desplaines Valley MAD,hk,8890 67TH ST.,HODGKINS,60525,8890 67TH ST._HODGKINS_60525,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,Desplaines Valley MAD|hk|GRAVID TRAP,44,Female,PCRWNV,NEGATIVE,0,16-Aug-11,Culex,PIPIENS/RESTUANS,UTC0951,GRAVID TRAP,IDPH,-87.85477,41.76822,dv664,UTC0951 dv664,2,24-Jul-11,30,2011
