UNIQUEKEY,OWNERID2,COLLECCITY,COLLECZIP,FIPSCOUNTY,TRAPTYPE,POOLSIZE,GENDER,TESTTYPE,RESULTTYPE,ISPOS,LOGITUDE,LATITUDE,GENUS,COLLECSAMPLEID,COLLECDATE,WEEK_NEW,COLLECYEAR,locationwk,yr_weeks
6  104 dv364,587,BROOKFIELD,60513,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.839902,41.83077,Culex,dv364,7/11/2006,28,2006,58728,200628
6  104 dv394,587,BROOKFIELD,60513,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.839902,41.83077,Culex,dv394,7/16/2006,29,2006,58729,200629
6  104 dv395,587,BROOKFIELD,60513,COOK,GRAVID TRAP,6,Female,PCRWNV,NEGATIVE,0,-87.839902,41.83077,Culex,dv395,7/16/2006,29,2006,58729,200629
6  104 dv446,587,BROOKFIELD,60513,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.839902,41.83077,Culex,dv446,7/20/2006,29,2006,58729,200629
6  104 dv467,587,BROOKFIELD,60513,COOK,GRAVID TRAP,29,Female,PCRWNV,POSITIVE,1,-87.839902,41.83077,Culex,dv467,7/23/2006,30,2006,58730,200630
6  104 dv544,587,BROOKFIELD,60513,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.839902,41.83077,Culex,dv544,7/30/2006,31,2006,58731,200631
6  104 dv545,587,BROOKFIELD,60513,COOK,GRAVID TRAP,44,Female,PCRWNV,POSITIVE,1,-87.839902,41.83077,Culex,dv545,7/30/2006,31,2006,58731,200631
6  104 dv589,587,BROOKFIELD,60513,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.839902,41.83077,Culex,dv589,8/1/2006,31,2006,58731,200631
6  104 dv602,587,BROOKFIELD,60513,COOK,GRAVID TRAP,25,Female,PCRWNV,NEGATIVE,0,-87.839902,41.83077,Culex,dv602,8/2/2006,31,2006,58731,200631
6  104 dv617,587,BROOKFIELD,60513,COOK,GRAVID TRAP,10,Female,PCRWNV,POSITIVE,1,-87.839902,41.83077,Culex,dv617,8/3/2006,31,2006,58731,200631
6  104 dv641,587,BROOKFIELD,60513,COOK,GRAVID TRAP,36,Female,PCRWNV,NEGATIVE,0,-87.839902,41.83077,Culex,dv641,8/6/2006,32,2006,58732,200632
6  104 dv693,587,BROOKFIELD,60513,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.839902,41.83077,Culex,dv693,8/10/2006,32,2006,58732,200632
6  104 dv714,587,BROOKFIELD,60513,COOK,GRAVID TRAP,18,Female,PCRWNV,POSITIVE,1,-87.839902,41.83077,Culex,dv714,8/13/2006,33,2006,58733,200633
6  104 dv783,587,BROOKFIELD,60513,COOK,GRAVID TRAP,34,Female,PCRWNV,POSITIVE,1,-87.839902,41.83077,Culex,dv783,8/20/2006,34,2006,58734,200634
6  104 dv838,587,BROOKFIELD,60513,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.839902,41.83077,Culex,dv838,8/27/2006,35,2006,58735,200635
6  104 dv839,587,BROOKFIELD,60513,COOK,GRAVID TRAP,7,Female,PCRWNV,NEGATIVE,0,-87.839902,41.83077,Culex,dv839,8/27/2006,35,2006,58735,200635
6  104 dv881,587,BROOKFIELD,60513,COOK,GRAVID TRAP,19,Female,PCRWNV,NEGATIVE,0,-87.839902,41.83077,Culex,dv881,9/4/2006,36,2006,58736,200636
6  104 dv902,587,BROOKFIELD,60513,COOK,GRAVID TRAP,25,Female,PCRWNV,POSITIVE,1,-87.839902,41.83077,Culex,dv902,9/7/2006,36,2006,58736,200636
6  104 dv920,587,BROOKFIELD,60513,COOK,GRAVID TRAP,9,Female,PCRWNV,NEGATIVE,0,-87.839902,41.83077,Culex,dv920,9/10/2006,37,2006,58737,200637
6  104 dv955,587,BROOKFIELD,60513,COOK,GRAVID TRAP,29,Female,PCRWNV,NEGATIVE,0,-87.839902,41.83077,Culex,dv955,9/17/2006,38,2006,58738,200638
6  104 dv988,587,BROOKFIELD,60513,COOK,GRAVID TRAP,18,Female,PCRWNV,NEGATIVE,0,-87.839902,41.83077,Culex,dv988,9/21/2006,38,2006,58738,200638
6  104 dv1011,587,BROOKFIELD,60513,COOK,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,-87.839902,41.83077,Culex,dv1011,10/1/2006,40,2006,58740,200640
6  104 dv1025,587,BROOKFIELD,60513,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.839902,41.83077,Culex,dv1025,10/2/2006,40,2006,58740,200640
6  118 7,1619,PALOS PARK,60464,COOK,GRAVID TRAP,29,Female,RAMP WNV,NEGATIVE,0,-87.837523,41.659925,Culex,7,5/26/2006,21,2006,161921,200621
6  118 15,1619,PALOS PARK,60464,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.837523,41.659925,Culex,15,6/5/2006,23,2006,161923,200623
6  118 41,1619,PALOS PARK,60464,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.837523,41.659925,Culex,41,6/16/2006,24,2006,161924,200624
6  118 42,1619,PALOS PARK,60464,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.837523,41.659925,Culex,42,6/16/2006,24,2006,161924,200624
6  118 54,1619,PALOS PARK,60464,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.837523,41.659925,Culex,54,6/20/2006,25,2006,161925,200625
6  118 68,1619,PALOS PARK,60464,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.837523,41.659925,Culex,68,6/23/2006,25,2006,161925,200625
6  118 69,1619,PALOS PARK,60464,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.837523,41.659925,Culex,69,6/23/2006,25,2006,161925,200625
6  118 80,1619,PALOS PARK,60464,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.837523,41.659925,Culex,80,6/27/2006,26,2006,161926,200626
6  118 81,1619,PALOS PARK,60464,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.837523,41.659925,Culex,81,6/27/2006,26,2006,161926,200626
6  118 100Y,1619,PALOS PARK,60464,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.837523,41.659925,Culex,100Y,6/30/2006,26,2006,161926,200626
6  118 101,1619,PALOS PARK,60464,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.837523,41.659925,Culex,101,6/30/2006,26,2006,161926,200626
6  118 118,1619,PALOS PARK,60464,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.837523,41.659925,Culex,118,7/7/2006,27,2006,161927,200627
6  118 119,1619,PALOS PARK,60464,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.837523,41.659925,Culex,119,7/7/2006,27,2006,161927,200627
6  118 137,1619,PALOS PARK,60464,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.837523,41.659925,Culex,137,7/11/2006,28,2006,161928,200628
6  118 158,1619,PALOS PARK,60464,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.837523,41.659925,Culex,158,7/18/2006,29,2006,161929,200629
6  118 159,1619,PALOS PARK,60464,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.837523,41.659925,Culex,159,7/18/2006,29,2006,161929,200629
6  118 160,1619,PALOS PARK,60464,COOK,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,-87.837523,41.659925,Culex,160,7/18/2006,29,2006,161929,200629
6  118 174,1619,PALOS PARK,60464,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.837523,41.659925,Culex,174,7/21/2006,29,2006,161929,200629
6  118 175,1619,PALOS PARK,60464,COOK,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,-87.837523,41.659925,Culex,175,7/21/2006,29,2006,161929,200629
6  118 202,1619,PALOS PARK,60464,COOK,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,-87.837523,41.659925,Culex,202,7/28/2006,30,2006,161930,200630
6  118 220,1619,PALOS PARK,60464,COOK,GRAVID TRAP,44,Female,RAMP WNV,NEGATIVE,0,-87.837523,41.659925,Culex,220,8/1/2006,31,2006,161931,200631
6  118 239,1619,PALOS PARK,60464,COOK,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,-87.837523,41.659925,Culex,239,8/4/2006,31,2006,161931,200631
6  118 240,1619,PALOS PARK,60464,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.837523,41.659925,Culex,240,8/4/2006,31,2006,161931,200631
6  118 257,1619,PALOS PARK,60464,COOK,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,-87.837523,41.659925,Culex,257,8/8/2006,32,2006,161932,200632
6  118 258,1619,PALOS PARK,60464,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.837523,41.659925,Culex,258,8/8/2006,32,2006,161932,200632
6  118 272,1619,PALOS PARK,60464,COOK,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,-87.837523,41.659925,Culex,272,8/11/2006,32,2006,161932,200632
6  118 273,1619,PALOS PARK,60464,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.837523,41.659925,Culex,273,8/11/2006,32,2006,161932,200632
6  118 284,1619,PALOS PARK,60464,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.837523,41.659925,Culex,284,8/15/2006,33,2006,161933,200633
6  118 285,1619,PALOS PARK,60464,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.837523,41.659925,Culex,285,8/15/2006,33,2006,161933,200633
6  118 290,1619,PALOS PARK,60464,COOK,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,-87.837523,41.659925,Culex,290,8/18/2006,33,2006,161933,200633
6  118 291,1619,PALOS PARK,60464,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.837523,41.659925,Culex,291,8/18/2006,33,2006,161933,200633
6  118 315,1619,PALOS PARK,60464,COOK,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,-87.837523,41.659925,Culex,315,8/22/2006,34,2006,161934,200634
6  118 316,1619,PALOS PARK,60464,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.837523,41.659925,Culex,316,8/22/2006,34,2006,161934,200634
6  118 324,1619,PALOS PARK,60464,COOK,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,-87.837523,41.659925,Culex,324,8/25/2006,34,2006,161934,200634
6  118 325,1619,PALOS PARK,60464,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.837523,41.659925,Culex,325,8/25/2006,34,2006,161934,200634
6  118 338,1619,PALOS PARK,60464,COOK,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,-87.837523,41.659925,Culex,338,8/29/2006,35,2006,161935,200635
6  118 339,1619,PALOS PARK,60464,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.837523,41.659925,Culex,339,8/29/2006,35,2006,161935,200635
6  118 350,1619,PALOS PARK,60464,COOK,GRAVID TRAP,50,Female,RAMP WNV,POSITIVE,1,-87.837523,41.659925,Culex,350,9/1/2006,35,2006,161935,200635
6  118 359,1619,PALOS PARK,60464,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.837523,41.659925,Culex,359,9/5/2006,36,2006,161936,200636
6  118 380,1619,PALOS PARK,60464,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.837523,41.659925,Culex,380,9/8/2006,36,2006,161936,200636
6  118 381,1619,PALOS PARK,60464,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.837523,41.659925,Culex,381,9/8/2006,36,2006,161936,200636
6  118 387,1619,PALOS PARK,60464,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.837523,41.659925,Culex,387,9/12/2006,37,2006,161937,200637
6  118 388,1619,PALOS PARK,60464,COOK,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,-87.837523,41.659925,Culex,388,9/12/2006,37,2006,161937,200637
6  122 400-0498,3531,RIVER GROVE,60171,COOK,GRAVID TRAP,30,Female,PCRWNV,NEGATIVE,0,-87.835847,41.934548,Culex,400-0498,7/25/2006,30,2006,353130,200630
6  122 400-0499,3531,RIVER GROVE,60171,COOK,GRAVID TRAP,30,Female,PCRWNV,POSITIVE,1,-87.835847,41.934548,Culex,400-0499,7/25/2006,30,2006,353130,200630
6  114 NS10,1217,GLENVIEW,60025,COOK,OTHER,2,Female,PCRWNV,NEGATIVE,0,-87.834695,42.081922,Culex,NS10,5/12/2006,19,2006,121719,200619
6  114 NS56,1217,GLENVIEW,60025,COOK,OTHER,8,Female,PCRWNV,NEGATIVE,0,-87.834695,42.081922,Culex,NS56,6/2/2006,22,2006,121722,200622
6  114 NS80,1217,GLENVIEW,60025,COOK,OTHER,3,Female,PCRWNV,NEGATIVE,0,-87.834695,42.081922,Culex,NS80,6/9/2006,23,2006,121723,200623
6  114 NS132,1217,GLENVIEW,60025,COOK,OTHER,2,Female,PCRWNV,NEGATIVE,0,-87.834695,42.081922,Culex,NS132,6/16/2006,24,2006,121724,200624
6  114 NS162,1217,GLENVIEW,60025,COOK,OTHER,3,Female,PCRWNV,NEGATIVE,0,-87.834695,42.081922,Culex,NS162,6/23/2006,25,2006,121725,200625
6  114 NS243,1217,GLENVIEW,60025,COOK,OTHER,3,Female,PCRWNV,NEGATIVE,0,-87.834695,42.081922,Culex,NS243,7/7/2006,27,2006,121727,200627
6  114 NS761,1217,GLENVIEW,60025,COOK,OTHER,4,Female,PCRWNV,NEGATIVE,0,-87.834695,42.081922,Culex,NS761,8/11/2006,32,2006,121732,200632
6  114 NS804,1217,GLENVIEW,60025,COOK,OTHER,2,Female,PCRWNV,NEGATIVE,0,-87.834695,42.081922,Culex,NS804,8/18/2006,33,2006,121733,200633
6  114 NS875,1217,GLENVIEW,60025,COOK,OTHER,1,Female,PCRWNV,NEGATIVE,0,-87.834695,42.081922,Culex,NS875,8/25/2006,34,2006,121734,200634
6  122 400-0093,6150,DEERFIELD,60015,LAKE,GRAVID TRAP,5,Female,PCRWNV,NEGATIVE,0,-87.83412,42.169026,Culex,400-0093,6/16/2006,24,2006,615024,200624
6  122 400-0143,6150,DEERFIELD,60015,LAKE,GRAVID TRAP,19,Female,PCRWNV,NEGATIVE,0,-87.83412,42.169026,Culex,400-0143,6/22/2006,25,2006,615025,200625
6  122 400-0206,6150,DEERFIELD,60015,LAKE,GRAVID TRAP,23,Female,PCRWNV,NEGATIVE,0,-87.83412,42.169026,Culex,400-0206,6/29/2006,26,2006,615026,200626
6  122 400-0297,6150,DEERFIELD,60015,LAKE,GRAVID TRAP,11,Female,PCRWNV,NEGATIVE,0,-87.83412,42.169026,Culex,400-0297,7/6/2006,27,2006,615027,200627
6  122 400-0386,6150,DEERFIELD,60015,LAKE,GRAVID TRAP,6,Female,PCRWNV,NEGATIVE,0,-87.83412,42.169026,Culex,400-0386,7/13/2006,28,2006,615028,200628
6  122 400-0456,6150,DEERFIELD,60015,LAKE,GRAVID TRAP,5,Female,PCRWNV,NEGATIVE,0,-87.83412,42.169026,Culex,400-0456,7/18/2006,29,2006,615029,200629
6  122 400-0538,5494,DEERFIELD,60015,LAKE,GRAVID TRAP,15,Female,PCRWNV,POSITIVE,1,-87.83412,42.169026,Culex,400-0538,7/27/2006,30,2006,549430,200630
6  9   10527,2123,CHICAGO,60634,COOK,GRAVID TRAP,11,Female,PCRWNV,NEGATIVE,0,-87.832869,41.944873,Culex,10527,7/22/2006,29,2006,212329,200629
6  9   10719,2123,CHICAGO,60634,COOK,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,-87.832869,41.944873,Culex,10719,7/22/2006,29,2006,212329,200629
6  9   10723,2123,CHICAGO,60634,COOK,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,-87.832869,41.944873,Culex,10723,7/22/2006,29,2006,212329,200629
6  9   10883,2123,CHICAGO,60634,COOK,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,-87.832869,41.944873,Culex,10883,7/29/2006,30,2006,212330,200630
6  9   11098,2123,CHICAGO,60634,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.832869,41.944873,Culex,11098,8/5/2006,31,2006,212331,200631
6  9   11498,2123,CHICAGO,60634,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.832869,41.944873,Culex,11498,8/5/2006,31,2006,212331,200631
6  9   11501,2123,CHICAGO,60634,COOK,GRAVID TRAP,6,Female,PCRWNV,POSITIVE,1,-87.832869,41.944873,Culex,11501,8/5/2006,31,2006,212331,200631
6  9   11768,2123,CHICAGO,60634,COOK,GRAVID TRAP,5,Female,PCRWNV,NEGATIVE,0,-87.832869,41.944873,Culex,11768,8/12/2006,32,2006,212332,200632
6  9   12116,2123,CHICAGO,60634,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.832869,41.944873,Culex,12116,8/12/2006,32,2006,212332,200632
6  9   13117,2123,CHICAGO,60634,COOK,GRAVID TRAP,3,Female,PCRWNV,NEGATIVE,0,-87.832869,41.944873,Culex,13117,8/19/2006,33,2006,212333,200633
6  9   13888,2123,CHICAGO,60634,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.832869,41.944873,Culex,13888,8/19/2006,33,2006,212333,200633
6  9   13894,2123,CHICAGO,60634,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.832869,41.944873,Culex,13894,8/19/2006,33,2006,212333,200633
6  9   14359,2123,CHICAGO,60634,COOK,GRAVID TRAP,4,Female,PCRWNV,POSITIVE,1,-87.832869,41.944873,Culex,14359,8/19/2006,33,2006,212333,200633
6  9   13758,2123,CHICAGO,60634,COOK,GRAVID TRAP,3,Female,PCRWNV,NEGATIVE,0,-87.832869,41.944873,Culex,13758,9/2/2006,35,2006,212335,200635
6  9   13761,2123,CHICAGO,60634,COOK,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,-87.832869,41.944873,Culex,13761,9/2/2006,35,2006,212335,200635
6  9   16289,2123,CHICAGO,60634,COOK,GRAVID TRAP,4,Female,PCRWNV,NEGATIVE,0,-87.832869,41.944873,Culex,16289,9/16/2006,37,2006,212337,200637
6  9   16622,2123,CHICAGO,60634,COOK,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,-87.832869,41.944873,Culex,16622,9/23/2006,38,2006,212338,200638
6  9   17258,2123,CHICAGO,60634,COOK,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,-87.832869,41.944873,Culex,17258,9/30/2006,39,2006,212339,200639
6  0   CC003,4647,NORRIDGE,60634,COOK,GRAVID TRAP,19,Female,VECWNV,NEGATIVE,0,-87.831731,41.955717,Culex,CC003,5/5/2006,18,2006,464718,200618
6  0   CC006,4647,NORRIDGE,60634,COOK,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-87.831731,41.955717,Culex,CC006,5/11/2006,19,2006,464719,200619
6  0   CC041,4647,NORRIDGE,60634,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.831731,41.955717,Culex,CC041,5/12/2006,19,2006,464719,200619
6  0   CC011,4647,NORRIDGE,60634,COOK,GRAVID TRAP,20,Female,VECWNV,NEGATIVE,0,-87.831731,41.955717,Culex,CC011,5/18/2006,20,2006,464720,200620
6  0   CC014,4647,NORRIDGE,60634,COOK,GRAVID TRAP,5,Female,VECWNV,POSITIVE,1,-87.831731,41.955717,Culex,CC014,5/24/2006,21,2006,464721,200621
6  0   CC027,4647,NORRIDGE,60634,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.831731,41.955717,Culex,CC027,6/2/2006,22,2006,464722,200622
6  0   CC028,4647,NORRIDGE,60634,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.831731,41.955717,Culex,CC028,6/2/2006,22,2006,464722,200622
6  0   CC033,4647,NORRIDGE,60634,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.831731,41.955717,Culex,CC033,6/2/2006,22,2006,464722,200622
6  0   CC032,4647,NORRIDGE,60634,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.831731,41.955717,Culex,CC032,6/5/2006,23,2006,464723,200623
6  0   CC034,4647,NORRIDGE,60634,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.831731,41.955717,Culex,CC034,6/5/2006,23,2006,464723,200623
6  0   CC043,4647,NORRIDGE,60634,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.831731,41.955717,Culex,CC043,6/14/2006,24,2006,464724,200624
6  0   CC044,4647,NORRIDGE,60634,COOK,GRAVID TRAP,7,Female,VECWNV,NEGATIVE,0,-87.831731,41.955717,Culex,CC044,6/14/2006,24,2006,464724,200624
6  0   CC048,4647,NORRIDGE,60634,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.831731,41.955717,Culex,CC048,6/16/2006,24,2006,464724,200624
6  0   CC049,4647,NORRIDGE,60634,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.831731,41.955717,Culex,CC049,6/16/2006,24,2006,464724,200624
6  0   CC050,4647,NORRIDGE,60634,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.831731,41.955717,Culex,CC050,6/16/2006,24,2006,464724,200624
6  0   CC051,4647,NORRIDGE,60634,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.831731,41.955717,Culex,CC051,6/16/2006,24,2006,464724,200624
6  0   CC052,4647,NORRIDGE,60634,COOK,GRAVID TRAP,23,Female,VECWNV,NEGATIVE,0,-87.831731,41.955717,Culex,CC052,6/16/2006,24,2006,464724,200624
6  0   CC057,4647,NORRIDGE,60634,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.831731,41.955717,Culex,CC057,6/20/2006,25,2006,464725,200625
6  0   CC058,4647,NORRIDGE,60634,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.831731,41.955717,Culex,CC058,6/20/2006,25,2006,464725,200625
6  0   CC059,4647,NORRIDGE,60634,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.831731,41.955717,Culex,CC059,6/20/2006,25,2006,464725,200625
6  0   CC060,4647,NORRIDGE,60634,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.831731,41.955717,Culex,CC060,6/20/2006,25,2006,464725,200625
6  0   CC066,4647,NORRIDGE,60634,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.831731,41.955717,Culex,CC066,6/23/2006,25,2006,464725,200625
6  0   CC067,4647,NORRIDGE,60634,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.831731,41.955717,Culex,CC067,6/23/2006,25,2006,464725,200625
6  0   CC068,4647,NORRIDGE,60634,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.831731,41.955717,Culex,CC068,6/23/2006,25,2006,464725,200625
6  0   CC069,4647,NORRIDGE,60634,COOK,GRAVID TRAP,50,Female,VECWNV,POSITIVE,1,-87.831731,41.955717,Culex,CC069,6/23/2006,25,2006,464725,200625
6  0   CC074,4647,NORRIDGE,60634,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.831731,41.955717,Culex,CC074,6/27/2006,26,2006,464726,200626
6  0   CC075,4647,NORRIDGE,60634,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.831731,41.955717,Culex,CC075,6/27/2006,26,2006,464726,200626
6  0   CC076,4647,NORRIDGE,60634,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.831731,41.955717,Culex,CC076,6/27/2006,26,2006,464726,200626
6  0   CC077,4647,NORRIDGE,60634,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.831731,41.955717,Culex,CC077,6/27/2006,26,2006,464726,200626
6  0   CC088,4647,NORRIDGE,60634,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.831731,41.955717,Culex,CC088,6/30/2006,26,2006,464726,200626
6  0   CC089,4647,NORRIDGE,60634,COOK,GRAVID TRAP,44,Female,VECWNV,NEGATIVE,0,-87.831731,41.955717,Culex,CC089,6/30/2006,26,2006,464726,200626
6  0   CC099,4647,NORRIDGE,60634,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.831731,41.955717,Culex,CC099,7/5/2006,27,2006,464727,200627
6  0   CC102,4647,NORRIDGE,60634,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.831731,41.955717,Culex,CC102,7/7/2006,27,2006,464727,200627
6  0   CC117,4647,NORRIDGE,60634,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.831731,41.955717,Culex,CC117,7/11/2006,28,2006,464728,200628
6  0   CC118,4647,NORRIDGE,60634,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.831731,41.955717,Culex,CC118,7/11/2006,28,2006,464728,200628
6  0   CC125,4647,NORRIDGE,60634,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.831731,41.955717,Culex,CC125,7/14/2006,28,2006,464728,200628
6  0   CC127,4647,NORRIDGE,60634,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.831731,41.955717,Culex,CC127,7/14/2006,28,2006,464728,200628
6  0   CC134,4647,NORRIDGE,60634,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.831731,41.955717,Culex,CC134,7/14/2006,28,2006,464728,200628
6  0   CC135,4647,NORRIDGE,60634,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.831731,41.955717,Culex,CC135,7/14/2006,28,2006,464728,200628
6  0   CC158,4647,NORRIDGE,60634,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.831731,41.955717,Culex,CC158,7/25/2006,30,2006,464730,200630
6  0   CC159,4647,NORRIDGE,60634,COOK,GRAVID TRAP,50,Female,VECWNV,POSITIVE,1,-87.831731,41.955717,Culex,CC159,7/25/2006,30,2006,464730,200630
6  0   CC160,4647,NORRIDGE,60634,COOK,GRAVID TRAP,50,Female,VECWNV,POSITIVE,1,-87.831731,41.955717,Culex,CC160,7/25/2006,30,2006,464730,200630
6  0   CC161,4647,NORRIDGE,60634,COOK,GRAVID TRAP,39,Female,VECWNV,POSITIVE,1,-87.831731,41.955717,Culex,CC161,7/25/2006,30,2006,464730,200630
6  0   CC168,4647,NORRIDGE,60634,COOK,GRAVID TRAP,50,Female,VECWNV,POSITIVE,1,-87.831731,41.955717,Culex,CC168,8/1/2006,31,2006,464731,200631
6  0   PP001,3503,PALOS PARK,60464,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.831056,41.681967,Culex,PP001,6/9/2006,23,2006,350323,200623
6  0   PP013,3503,PALOS PARK,60464,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.831056,41.681967,Culex,PP013,6/9/2006,23,2006,350323,200623
