UNIQUEKEY,OWNERID2,COLLECCITY,COLLECZIP,FIPSCOUNTY,TRAPTYPE,POOLSIZE,GENDER,TESTTYPE,RESULTTYPE,ISPOS,LOGITUDE,LATITUDE,GENUS,COLLECSAMPLEID,COLLECDATE,WEEK_NEW,COLLECYEAR,locationwk,yr_weeks
5  126 221,1343,BENSENVILLE,60106,DUPAGE,GRAVID TRAP,3,Female,VECWNV,NEGATIVE,0,-87.936803,41.960626,Culex,221,7/27/2005,30,2005,134330,200530
5  126 270,1343,BENSENVILLE,60106,DUPAGE,OTHER,50,Female,VECWNV,NEGATIVE,0,-87.936803,41.960626,Culex,270,8/4/2005,31,2005,134331,200531
5  126 466,1343,BENSENVILLE,60106,DUPAGE,OTHER,22,Female,VECWNV,NEGATIVE,0,-87.936803,41.960626,Culex,466,8/8/2005,32,2005,134332,200532
5  126 393,1343,BENSENVILLE,60106,DUPAGE,GRAVID TRAP,43,Female,VECWNV,NEGATIVE,0,-87.936803,41.960626,Culex,393,8/10/2005,32,2005,134332,200532
5  126 397,1343,BENSENVILLE,60106,DUPAGE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.936803,41.960626,Culex,397,8/17/2005,33,2005,134333,200533
5  126 408,1343,BENSENVILLE,60106,DUPAGE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.936803,41.960626,Culex,408,8/24/2005,34,2005,134334,200534
5  126 451,1343,BENSENVILLE,60106,DUPAGE,OTHER,17,Female,VECWNV,NEGATIVE,0,-87.936803,41.960626,Culex,451,8/31/2005,35,2005,134335,200535
5  126 473,1343,BENSENVILLE,60106,DUPAGE,OTHER,50,Female,VECWNV,NEGATIVE,0,-87.936803,41.960626,Culex,473,9/15/2005,37,2005,134337,200537
5  126 486,1343,BENSENVILLE,60106,DUPAGE,OTHER,1,Female,VECWNV,NEGATIVE,0,-87.936803,41.960626,Culex,486,9/19/2005,38,2005,134338,200538
5  126 487,1343,BENSENVILLE,60106,DUPAGE,OTHER,17,Female,VECWNV,NEGATIVE,0,-87.936803,41.960626,Culex,487,9/21/2005,38,2005,134338,200538
5  21  213,2908,GLEN ELLYN,60137,DUPAGE,GRAVID TRAP,16,Female,VECWNV,NEGATIVE,0,-87.934735,41.767584,Culex,213,5/23/2005,21,2005,290821,200521
5  21  330,2908,GLEN ELLYN,60137,DUPAGE,GRAVID TRAP,42,Female,VECWNV,NEGATIVE,0,-87.934735,41.767584,Culex,330,6/6/2005,23,2005,290823,200523
5  21  362,2908,GLEN ELLYN,60137,DUPAGE,GRAVID TRAP,32,Female,VECWNV,NEGATIVE,0,-87.934735,41.767584,Culex,362,6/9/2005,23,2005,290823,200523
5  21  720,2908,GLEN ELLYN,60137,DUPAGE,GRAVID TRAP,40,Female,VECWNV,NEGATIVE,0,-87.934735,41.767584,Culex,720,7/18/2005,29,2005,290829,200529
5  21  949,2908,GLEN ELLYN,60137,DUPAGE,GRAVID TRAP,50,Female,VECWNV,POSITIVE,1,-87.934735,41.767584,Culex,949,8/11/2005,32,2005,290832,200532
5  21  950,2908,GLEN ELLYN,60137,DUPAGE,GRAVID TRAP,50,Female,VECWNV,POSITIVE,1,-87.934735,41.767584,Culex,950,8/11/2005,32,2005,290832,200532
5  21  1010,2908,GLEN ELLYN,60137,DUPAGE,GRAVID TRAP,44,Female,VECWNV,NEGATIVE,0,-87.934735,41.767584,Culex,1010,8/18/2005,33,2005,290833,200533
5  21  1046,2908,GLEN ELLYN,60137,DUPAGE,GRAVID TRAP,33,Female,VECWNV,NEGATIVE,0,-87.934735,41.767584,Culex,1046,8/22/2005,34,2005,290834,200534
5  21  1075,2908,GLEN ELLYN,60137,DUPAGE,GRAVID TRAP,40,Female,VECWNV,POSITIVE,1,-87.934735,41.767584,Culex,1075,8/25/2005,34,2005,290834,200534
5  21  1111,2908,GLEN ELLYN,60137,DUPAGE,GRAVID TRAP,43,Female,VECWNV,POSITIVE,1,-87.934735,41.767584,Culex,1111,8/29/2005,35,2005,290835,200535
5  21  1143,2908,GLEN ELLYN,60137,DUPAGE,GRAVID TRAP,17,Female,VECWNV,NEGATIVE,0,-87.934735,41.767584,Culex,1143,9/1/2005,35,2005,290835,200535
5  21  1177,2908,GLEN ELLYN,60137,DUPAGE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.934735,41.767584,Culex,1177,9/6/2005,36,2005,290836,200536
5  21  1211,2908,GLEN ELLYN,60137,DUPAGE,GRAVID TRAP,46,Female,VECWNV,POSITIVE,1,-87.934735,41.767584,Culex,1211,9/8/2005,36,2005,290836,200536
5  21  1261,2908,GLEN ELLYN,60137,DUPAGE,GRAVID TRAP,33,Female,VECWNV,NEGATIVE,0,-87.934735,41.767584,Culex,1261,9/12/2005,37,2005,290837,200537
5  21  1312,2908,GLEN ELLYN,60137,DUPAGE,GRAVID TRAP,34,Female,VECWNV,NEGATIVE,0,-87.934735,41.767584,Culex,1312,9/15/2005,37,2005,290837,200537
5  21  1351,2908,GLEN ELLYN,60137,DUPAGE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.934735,41.767584,Culex,1351,9/19/2005,38,2005,290838,200538
5  21  1390,2908,GLEN ELLYN,60137,DUPAGE,GRAVID TRAP,47,Female,VECWNV,NEGATIVE,0,-87.934735,41.767584,Culex,1390,9/22/2005,38,2005,290838,200538
5  21  1419,2908,GLEN ELLYN,60137,DUPAGE,GRAVID TRAP,22,Female,VECWNV,NEGATIVE,0,-87.934735,41.767584,Culex,1419,9/26/2005,39,2005,290839,200539
5  21  1452,2908,GLEN ELLYN,60137,DUPAGE,GRAVID TRAP,24,Female,VECWNV,POSITIVE,1,-87.934735,41.767584,Culex,1452,10/3/2005,40,2005,290840,200540
5  21  1485,2908,GLEN ELLYN,60137,DUPAGE,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-87.934735,41.767584,Culex,1485,10/17/2005,42,2005,290842,200542
5  21  1504,2908,GLEN ELLYN,60137,DUPAGE,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-87.934735,41.767584,Culex,1504,10/24/2005,43,2005,290843,200543
5  21  1519,2908,GLEN ELLYN,60137,DUPAGE,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-87.934735,41.767584,Culex,1519,10/31/2005,44,2005,290844,200544
5  21  152,2903,BENSENVILLE,60106,DUPAGE,GRAVID TRAP,20,Female,VECWNV,NEGATIVE,0,-87.934039,41.964684,Culex,152,5/19/2005,20,2005,290320,200520
5  21  198,2903,BENSENVILLE,60106,DUPAGE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.934039,41.964684,Culex,198,5/23/2005,21,2005,290321,200521
5  21  247,2903,BENSENVILLE,60106,DUPAGE,GRAVID TRAP,20,Female,VECWNV,NEGATIVE,0,-87.934039,41.964684,Culex,247,5/24/2005,21,2005,290321,200521
5  21  294,2903,BENSENVILLE,60106,DUPAGE,GRAVID TRAP,20,Female,VECWNV,NEGATIVE,0,-87.934039,41.964684,Culex,294,6/2/2005,22,2005,290322,200522
5  21  406,2903,BENSENVILLE,60106,DUPAGE,GRAVID TRAP,21,Female,VECWNV,NEGATIVE,0,-87.934039,41.964684,Culex,406,6/20/2005,25,2005,290325,200525
5  21  431,2903,BENSENVILLE,60106,DUPAGE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.934039,41.964684,Culex,431,6/23/2005,25,2005,290325,200525
5  21  463,2903,BENSENVILLE,60106,DUPAGE,GRAVID TRAP,35,Female,VECWNV,NEGATIVE,0,-87.934039,41.964684,Culex,463,6/27/2005,26,2005,290326,200526
5  21  592,2903,BENSENVILLE,60106,DUPAGE,GRAVID TRAP,19,Female,VECWNV,NEGATIVE,0,-87.934039,41.964684,Culex,592,7/7/2005,27,2005,290327,200527
5  21  706,2903,BENSENVILLE,60106,DUPAGE,GRAVID TRAP,40,Female,VECWNV,NEGATIVE,0,-87.934039,41.964684,Culex,706,7/18/2005,29,2005,290329,200529
5  21  750,2903,BENSENVILLE,60106,DUPAGE,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-87.934039,41.964684,Culex,750,7/21/2005,29,2005,290329,200529
5  21  867,2903,BENSENVILLE,60106,DUPAGE,GRAVID TRAP,15,Female,VECWNV,POSITIVE,1,-87.934039,41.964684,Culex,867,8/4/2005,31,2005,290331,200531
5  21  909,2903,BENSENVILLE,60106,DUPAGE,GRAVID TRAP,45,Female,VECWNV,NEGATIVE,0,-87.934039,41.964684,Culex,909,8/8/2005,32,2005,290332,200532
5  21  910,2903,BENSENVILLE,60106,DUPAGE,GRAVID TRAP,45,Female,VECWNV,NEGATIVE,0,-87.934039,41.964684,Culex,910,8/8/2005,32,2005,290332,200532
5  21  941,2903,BENSENVILLE,60106,DUPAGE,GRAVID TRAP,27,Female,VECWNV,NEGATIVE,0,-87.934039,41.964684,Culex,941,8/11/2005,32,2005,290332,200532
5  21  974,2903,BENSENVILLE,60106,DUPAGE,GRAVID TRAP,27,Female,VECWNV,POSITIVE,1,-87.934039,41.964684,Culex,974,8/15/2005,33,2005,290333,200533
5  21  1002,2903,BENSENVILLE,60106,DUPAGE,GRAVID TRAP,34,Female,VECWNV,POSITIVE,1,-87.934039,41.964684,Culex,1002,8/18/2005,33,2005,290333,200533
5  21  1038,2903,BENSENVILLE,60106,DUPAGE,GRAVID TRAP,26,Female,VECWNV,NEGATIVE,0,-87.934039,41.964684,Culex,1038,8/22/2005,34,2005,290334,200534
5  21  1104,2903,BENSENVILLE,60106,DUPAGE,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-87.934039,41.964684,Culex,1104,8/29/2005,35,2005,290335,200535
5  21  1136,2903,BENSENVILLE,60106,DUPAGE,GRAVID TRAP,31,Female,VECWNV,POSITIVE,1,-87.934039,41.964684,Culex,1136,9/1/2005,35,2005,290335,200535
5  21  1169,2903,BENSENVILLE,60106,DUPAGE,GRAVID TRAP,21,Female,VECWNV,NEGATIVE,0,-87.934039,41.964684,Culex,1169,9/6/2005,36,2005,290336,200536
5  21  1203,2903,BENSENVILLE,60106,DUPAGE,GRAVID TRAP,24,Female,VECWNV,NEGATIVE,0,-87.934039,41.964684,Culex,1203,9/8/2005,36,2005,290336,200536
5  21  1247,2903,BENSENVILLE,60106,DUPAGE,GRAVID TRAP,42,Female,VECWNV,NEGATIVE,0,-87.934039,41.964684,Culex,1247,9/12/2005,37,2005,290337,200537
5  21  1414,2903,BENSENVILLE,60106,DUPAGE,GRAVID TRAP,27,Female,VECWNV,NEGATIVE,0,-87.934039,41.964684,Culex,1414,9/26/2005,39,2005,290339,200539
5  21  1462,2903,BENSENVILLE,60106,DUPAGE,GRAVID TRAP,28,Female,VECWNV,NEGATIVE,0,-87.934039,41.964684,Culex,1462,10/10/2005,41,2005,290341,200541
5  21  52,778,BURR RIDGE,60527,DUPAGE,GRAVID TRAP,44,Female,VECWNV,NEGATIVE,0,-87.932695,41.756333,Culex,52,5/9/2005,19,2005,77819,200519
5  21  140,778,BURR RIDGE,60527,DUPAGE,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-87.932695,41.756333,Culex,140,5/16/2005,20,2005,77820,200520
5  21  182,778,BURR RIDGE,60527,DUPAGE,GRAVID TRAP,34,Female,VECWNV,NEGATIVE,0,-87.932695,41.756333,Culex,182,5/19/2005,20,2005,77820,200520
5  21  231,778,BURR RIDGE,60527,DUPAGE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.932695,41.756333,Culex,231,5/23/2005,21,2005,77821,200521
5  21  232,778,BURR RIDGE,60527,DUPAGE,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.932695,41.756333,Culex,232,5/23/2005,21,2005,77821,200521
5  21  284,778,BURR RIDGE,60527,DUPAGE,GRAVID TRAP,15,Female,VECWNV,NEGATIVE,0,-87.932695,41.756333,Culex,284,5/31/2005,22,2005,77822,200522
5  21  736,778,BURR RIDGE,60527,DUPAGE,GRAVID TRAP,23,Female,VECWNV,NEGATIVE,0,-87.932695,41.756333,Culex,736,7/18/2005,29,2005,77829,200529
5  21  1427,778,BURR RIDGE,60527,DUPAGE,GRAVID TRAP,25,Female,VECWNV,NEGATIVE,0,-87.932695,41.756333,Culex,1427,9/26/2005,39,2005,77839,200539
5  21  1474,778,BURR RIDGE,60527,DUPAGE,GRAVID TRAP,18,Female,VECWNV,NEGATIVE,0,-87.932695,41.756333,Culex,1474,10/10/2005,41,2005,77841,200541
5  21  1490,778,BURR RIDGE,60527,DUPAGE,GRAVID TRAP,16,Female,VECWNV,NEGATIVE,0,-87.932695,41.756333,Culex,1490,10/17/2005,42,2005,77842,200542
5  21  1508,778,BURR RIDGE,60527,DUPAGE,GRAVID TRAP,17,Female,VECWNV,NEGATIVE,0,-87.932695,41.756333,Culex,1508,10/24/2005,43,2005,77843,200543
5  122 300-1007,3957,VERNON HILLS,60061,LAKE,GRAVID TRAP,16,Female,PCRWNV,POSITIVE,1,-87.930969,42.21406,Culex,300-1007,8/7/2005,32,2005,395732,200532
5  122 300-0800,3957,VERNON HILLS,60061,LAKE,GRAVID TRAP,40,Female,PCRWNV,POSITIVE,1,-87.930969,42.21406,Culex,300-0800,8/16/2005,33,2005,395733,200533
5  115 5,2482,DES PLAINES,60016,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.9299,42.04765,Culex,5,5/8/2005,19,2005,248219,200519
5  115 7,2482,DES PLAINES,60016,COOK,GRAVID TRAP,55,Female,PCRWNV,NEGATIVE,0,-87.9299,42.04765,Culex,7,5/8/2005,19,2005,248219,200519
5  115 16,2482,DES PLAINES,60016,COOK,GRAVID TRAP,51,Female,PCRWNV,NEGATIVE,0,-87.9299,42.04765,Culex,16,5/17/2005,20,2005,248220,200520
5  115 28,2482,DES PLAINES,60016,COOK,GRAVID TRAP,54,Female,PCRWNV,NEGATIVE,0,-87.9299,42.04765,Culex,28,5/25/2005,21,2005,248221,200521
5  115 35,2482,DES PLAINES,60016,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.9299,42.04765,Culex,35,5/30/2005,22,2005,248222,200522
5  115 54,2482,DES PLAINES,60016,COOK,GRAVID TRAP,42,Female,VECWNV,NEGATIVE,0,-87.9299,42.04765,Culex,54,6/2/2005,22,2005,248222,200522
5  115 59,2482,DES PLAINES,60016,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.9299,42.04765,Culex,59,6/5/2005,23,2005,248223,200523
5  115 65,2482,DES PLAINES,60016,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.9299,42.04765,Culex,65,6/6/2005,23,2005,248223,200523
5  115 77,2482,DES PLAINES,60016,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.9299,42.04765,Culex,77,6/7/2005,23,2005,248223,200523
5  115 84,2482,DES PLAINES,60016,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.9299,42.04765,Culex,84,6/8/2005,23,2005,248223,200523
5  115 93,2482,DES PLAINES,60016,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.9299,42.04765,Culex,93,6/9/2005,23,2005,248223,200523
5  115 124,2482,DES PLAINES,60016,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.9299,42.04765,Culex,124,6/12/2005,24,2005,248224,200524
5  115 96,2482,DES PLAINES,60016,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.9299,42.04765,Culex,96,6/12/2005,24,2005,248224,200524
5  115 111,2482,DES PLAINES,60016,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.9299,42.04765,Culex,111,6/13/2005,24,2005,248224,200524
5  115 119,2482,DES PLAINES,60016,COOK,GRAVID TRAP,56,Female,VECWNV,NEGATIVE,0,-87.9299,42.04765,Culex,119,6/15/2005,24,2005,248224,200524
5  115 126,2482,DES PLAINES,60016,COOK,GRAVID TRAP,50,Female,VECWNV,NEGATIVE,0,-87.9299,42.04765,Culex,126,6/16/2005,24,2005,248224,200524
5  115 142,2482,DES PLAINES,60016,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.9299,42.04765,Culex,142,6/20/2005,25,2005,248225,200525
5  115 162,2482,DES PLAINES,60016,COOK,GRAVID TRAP,55,Female,PCRWNV,NEGATIVE,0,-87.9299,42.04765,Culex,162,6/22/2005,25,2005,248225,200525
5  115 166,2482,DES PLAINES,60016,COOK,GRAVID TRAP,55,Female,PCRWNV,NEGATIVE,0,-87.9299,42.04765,Culex,166,6/23/2005,25,2005,248225,200525
5  115 178,2482,DES PLAINES,60016,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.9299,42.04765,Culex,178,6/26/2005,26,2005,248226,200526
5  115 195,2482,DES PLAINES,60016,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.9299,42.04765,Culex,195,6/27/2005,26,2005,248226,200526
5  115 205,2482,DES PLAINES,60016,COOK,GRAVID TRAP,51,Female,PCRWNV,POSITIVE,1,-87.9299,42.04765,Culex,205,6/28/2005,26,2005,248226,200526
5  115 206,2482,DES PLAINES,60016,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.9299,42.04765,Culex,206,6/28/2005,26,2005,248226,200526
5  115 223,2482,DES PLAINES,60016,COOK,GRAVID TRAP,51,Female,PCRWNV,NEGATIVE,0,-87.9299,42.04765,Culex,223,6/29/2005,26,2005,248226,200526
5  115 235,2482,DES PLAINES,60016,COOK,GRAVID TRAP,40,Female,PCRWNV,NEGATIVE,0,-87.9299,42.04765,Culex,235,6/30/2005,26,2005,248226,200526
5  115 285,2482,DES PLAINES,60016,COOK,GRAVID TRAP,45,Female,PCRWNV,POSITIVE,1,-87.9299,42.04765,Culex,285,7/7/2005,27,2005,248227,200527
5  115 292,2482,DES PLAINES,60016,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.9299,42.04765,Culex,292,7/10/2005,28,2005,248228,200528
5  115 323,2482,DES PLAINES,60016,COOK,GRAVID TRAP,49,Female,PCRWNV,NEGATIVE,0,-87.9299,42.04765,Culex,323,7/12/2005,28,2005,248228,200528
5  115 354,2482,DES PLAINES,60016,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.9299,42.04765,Culex,354,7/17/2005,29,2005,248229,200529
5  115 372,2482,DES PLAINES,60016,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.9299,42.04765,Culex,372,7/18/2005,29,2005,248229,200529
5  115 429,2482,DES PLAINES,60016,COOK,GRAVID TRAP,54,Female,VECWNV,POSITIVE,1,-87.9299,42.04765,Culex,429,7/24/2005,30,2005,248230,200530
5  115 458,2482,DES PLAINES,60016,COOK,GRAVID TRAP,51,Female,PCRWNV,POSITIVE,1,-87.9299,42.04765,Culex,458,7/27/2005,30,2005,248230,200530
5  115 472,2482,DES PLAINES,60016,COOK,GRAVID TRAP,52,Female,PCRWNV,POSITIVE,1,-87.9299,42.04765,Culex,472,7/28/2005,30,2005,248230,200530
5  115 487,2482,DES PLAINES,60016,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.9299,42.04765,Culex,487,7/31/2005,31,2005,248231,200531
5  115 504,2482,DES PLAINES,60016,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.9299,42.04765,Culex,504,8/1/2005,31,2005,248231,200531
5  115 520,2482,DES PLAINES,60016,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.9299,42.04765,Culex,520,8/2/2005,31,2005,248231,200531
5  115 551,2482,DES PLAINES,60016,COOK,GRAVID TRAP,55,Female,PCRWNV,POSITIVE,1,-87.9299,42.04765,Culex,551,8/4/2005,31,2005,248231,200531
5  115 578,2482,DES PLAINES,60016,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.9299,42.04765,Culex,578,8/7/2005,32,2005,248232,200532
5  115 588,2482,DES PLAINES,60016,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.9299,42.04765,Culex,588,8/8/2005,32,2005,248232,200532
5  115 615,2482,DES PLAINES,60016,COOK,GRAVID TRAP,54,Female,PCRWNV,POSITIVE,1,-87.9299,42.04765,Culex,615,8/10/2005,32,2005,248232,200532
5  115 639,2482,DES PLAINES,60016,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.9299,42.04765,Culex,639,8/14/2005,33,2005,248233,200533
5  115 655,2482,DES PLAINES,60016,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.9299,42.04765,Culex,655,8/15/2005,33,2005,248233,200533
5  115 674,2482,DES PLAINES,60016,COOK,GRAVID TRAP,26,Female,PCRWNV,POSITIVE,1,-87.9299,42.04765,Culex,674,8/16/2005,33,2005,248233,200533
5  115 686,2482,DES PLAINES,60016,COOK,GRAVID TRAP,32,Female,PCRWNV,NEGATIVE,0,-87.9299,42.04765,Culex,686,8/17/2005,33,2005,248233,200533
5  115 718,2482,DES PLAINES,60016,COOK,GRAVID TRAP,52,Female,PCRWNV,POSITIVE,1,-87.9299,42.04765,Culex,718,8/21/2005,34,2005,248234,200534
5  115 764,2482,DES PLAINES,60016,COOK,GRAVID TRAP,21,Female,PCRWNV,NEGATIVE,0,-87.9299,42.04765,Culex,764,8/25/2005,34,2005,248234,200534
5  115 768,2482,DES PLAINES,60016,COOK,GRAVID TRAP,60,Female,PCRWNV,POSITIVE,1,-87.9299,42.04765,Culex,768,8/28/2005,35,2005,248235,200535
5  115 840,2482,DES PLAINES,60016,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.9299,42.04765,Culex,840,9/5/2005,36,2005,248236,200536
5  115 874,2482,DES PLAINES,60016,COOK,GRAVID TRAP,61,Female,PCRWNV,NEGATIVE,0,-87.9299,42.04765,Culex,874,9/8/2005,36,2005,248236,200536
5  115 907,2482,DES PLAINES,60016,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.9299,42.04765,Culex,907,9/11/2005,37,2005,248237,200537
5  115 915,2482,DES PLAINES,60016,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.9299,42.04765,Culex,915,9/12/2005,37,2005,248237,200537
5  115 937,2482,DES PLAINES,60016,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.9299,42.04765,Culex,937,9/13/2005,37,2005,248237,200537
5  115 950,2482,DES PLAINES,60016,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.9299,42.04765,Culex,950,9/14/2005,37,2005,248237,200537
5  115 961,2482,DES PLAINES,60016,COOK,GRAVID TRAP,40,Female,PCRWNV,NEGATIVE,0,-87.9299,42.04765,Culex,961,9/15/2005,37,2005,248237,200537
5  115 990,2482,DES PLAINES,60016,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.9299,42.04765,Culex,990,9/18/2005,38,2005,248238,200538
5  115 1003,2482,DES PLAINES,60016,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.9299,42.04765,Culex,1003,9/19/2005,38,2005,248238,200538
5  115 1018,2482,DES PLAINES,60016,COOK,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,-87.9299,42.04765,Culex,1018,9/20/2005,38,2005,248238,200538
5  115 1047,2482,DES PLAINES,60016,COOK,GRAVID TRAP,40,Female,PCRWNV,NEGATIVE,0,-87.9299,42.04765,Culex,1047,9/21/2005,38,2005,248238,200538
5  115 1069,2482,DES PLAINES,60016,COOK,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,-87.9299,42.04765,Culex,1069,9/25/2005,39,2005,248239,200539
5  115 1076,2482,DES PLAINES,60016,COOK,GRAVID TRAP,46,Female,PCRWNV,NEGATIVE,0,-87.9299,42.04765,Culex,1076,9/26/2005,39,2005,248239,200539
5  115 1093,2482,DES PLAINES,60016,COOK,GRAVID TRAP,33,Female,PCRWNV,NEGATIVE,0,-87.9299,42.04765,Culex,1093,9/27/2005,39,2005,248239,200539
5  126 230,1351,OAK BROOK,60523,DUPAGE,GRAVID TRAP,1,Female,VECWNV,NEGATIVE,0,-87.929734,41.856873,Culex,230,6/8/2005,23,2005,135123,200523
5  126 242,1351,OAK BROOK,60523,DUPAGE,GRAVID TRAP,3,Female,VECWNV,NEGATIVE,0,-87.929734,41.856873,Culex,242,6/22/2005,25,2005,135125,200525
5  126 247,1351,OAK BROOK,60523,DUPAGE,GRAVID TRAP,3,Female,VECWNV,NEGATIVE,0,-87.929734,41.856873,Culex,247,6/29/2005,26,2005,135126,200526
5  126 251,1351,OAK BROOK,60523,DUPAGE,GRAVID TRAP,1,Female,VECWNV,NEGATIVE,0,-87.929734,41.856873,Culex,251,7/6/2005,27,2005,135127,200527
5  126 256,1351,OAK BROOK,60523,DUPAGE,GRAVID TRAP,4,Female,VECWNV,NEGATIVE,0,-87.929734,41.856873,Culex,256,7/13/2005,28,2005,135128,200528
5  126 273,1351,OAK BROOK,60523,DUPAGE,GRAVID TRAP,18,Female,VECWNV,NEGATIVE,0,-87.929734,41.856873,Culex,273,7/27/2005,30,2005,135130,200530
5  126 281,1351,OAK BROOK,60523,DUPAGE,GRAVID TRAP,2,Female,VECWNV,NEGATIVE,0,-87.929734,41.856873,Culex,281,8/3/2005,31,2005,135131,200531
5  126 290,1351,OAK BROOK,60523,DUPAGE,GRAVID TRAP,10,Female,VECWNV,NEGATIVE,0,-87.929734,41.856873,Culex,290,8/9/2005,32,2005,135132,200532
5  126 375,1351,OAK BROOK,60523,DUPAGE,GRAVID TRAP,37,Female,VECWNV,NEGATIVE,0,-87.929734,41.856873,Culex,375,8/16/2005,33,2005,135133,200533
5  126 499,1351,OAK BROOK,60523,DUPAGE,OTHER,15,Female,VECWNV,NEGATIVE,0,-87.929734,41.856873,Culex,499,8/24/2005,34,2005,135134,200534
5  126 517,1351,OAK BROOK,60523,DUPAGE,OTHER,25,Female,VECWNV,NEGATIVE,0,-87.929734,41.856873,Culex,517,9/3/2005,35,2005,135135,200535
5  126 520,1351,OAK BROOK,60523,DUPAGE,OTHER,22,Female,VECWNV,NEGATIVE,0,-87.929734,41.856873,Culex,520,9/7/2005,36,2005,135136,200536
5  126 529,1351,OAK BROOK,60523,DUPAGE,OTHER,10,Female,VECWNV,NEGATIVE,0,-87.929734,41.856873,Culex,529,9/12/2005,37,2005,135137,200537
5  126 594,1351,OAK BROOK,60523,DUPAGE,GRAVID TRAP,2,Female,VECWNV,NEGATIVE,0,-87.929734,41.856873,Culex,594,9/26/2005,39,2005,135139,200539
5  126 603,1351,OAK BROOK,60523,DUPAGE,GRAVID TRAP,3,Female,VECWNV,NEGATIVE,0,-87.929734,41.856873,Culex,603,10/3/2005,40,2005,135140,200540
5  126 229,1323,OAK BROOK,60523,DUPAGE,GRAVID TRAP,2,Female,VECWNV,NEGATIVE,0,-87.927338,41.81946,Culex,229,6/8/2005,23,2005,132323,200523
5  126 261,1323,OAK BROOK,60523,DUPAGE,GRAVID TRAP,3,Female,VECWNV,NEGATIVE,0,-87.927338,41.81946,Culex,261,7/20/2005,29,2005,132329,200529
5  126 280,1323,OAK BROOK,60523,DUPAGE,GRAVID TRAP,4,Female,VECWNV,POSITIVE,1,-87.927338,41.81946,Culex,280,8/3/2005,31,2005,132331,200531
5  126 292,1323,OAK BROOK,60523,DUPAGE,GRAVID TRAP,6,Female,VECWNV,POSITIVE,1,-87.927338,41.81946,Culex,292,8/9/2005,32,2005,132332,200532
