TID,OBJECTID,ORGANIZATION,LOCATEID,COLLECADDRES,COLLECCITY,COLLECZIP,COMP_ADDR,FIPSCOUNTY,JURISDNAME,TRAPTYPE,POOLSIZE,GENDER,TESTTYPE,RESULTTYPE,ISPOS,TESTDATE,GENUS,SPECIES,U_Trap2,LL_Source,LOGITUDE,LATITUDE,LL_Source0,COLLECSAMPLEID,COLLECDATE,WEEK_NEW,U_id2,Numtests
Y12P09372,205969,CHICAGO HEALTH DEPT,T235,4233 W 65TH ST,CHICAGO,60629,4233 W 65TH ST_CHICAGO_60629,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,13-Jul-12,Culex,RESTUANS,UTR0796,IDPH,-87.728342,41.774866,IDPH,33612,11-Jul-12,28,UTR0796 33612,1
Y12P09374,205970,CHICAGO HEALTH DEPT,T902,10000 W OHARE AIRPORT,CHICAGO,60666,10000 W OHARE AIRPORT_CHICAGO_60666,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,21,Female,PCRWNV,NEGATIVE,0,13-Jul-12,Culex,PIPIENS/RESTUANS,UTR0952,GISSA,-87.89703,41.96849,IDPH,33658,11-Jul-12,28,UTR0952 33658,1
Y12P09376,205971,CHICAGO HEALTH DEPT,T902,10000 W OHARE AIRPORT,CHICAGO,60666,10000 W OHARE AIRPORT_CHICAGO_60666,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,9,Female,PCRWNV,POSITIVE,1,13-Jul-12,Culex,RESTUANS,UTR0952,GISSA,-87.89703,41.96849,IDPH,33659,11-Jul-12,28,UTR0952 33659,1
Y12P09378,205972,CHICAGO HEALTH DEPT,T903,10000 W OHARE,CHICAGO,60666,10000 W OHARE_CHICAGO_60666,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,13-Jul-12,Culex,PIPIENS,UTR0948,GISSA,-87.89703,41.96849,IDPH,33660,11-Jul-12,28,UTR0948 33660,1
Y12P09380,205973,CHICAGO HEALTH DEPT,T903,10000 W OHARE,CHICAGO,60666,10000 W OHARE_CHICAGO_60666,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,29,Female,PCRWNV,NEGATIVE,0,13-Jul-12,Culex,PIPIENS/RESTUANS,UTR0948,GISSA,-87.89703,41.96849,IDPH,33661,11-Jul-12,28,UTR0948 33661,1
Y12P09382,205974,CHICAGO HEALTH DEPT,T903,10000 W OHARE,CHICAGO,60666,10000 W OHARE_CHICAGO_60666,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,4,Female,PCRWNV,NEGATIVE,0,13-Jul-12,Culex,RESTUANS,UTR0948,GISSA,-87.89703,41.96849,IDPH,33662,11-Jul-12,28,UTR0948 33662,1
Y12P09384,205975,CHICAGO HEALTH DEPT,T904,10000 W OHARE,CHICAGO,60666,10000 W OHARE_CHICAGO_60666,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,13-Jul-12,Culex,PIPIENS,UTR0949,GISSA,-87.89703,41.96849,IDPH,33663,11-Jul-12,28,UTR0949 33663,1
Y12P09386,205976,CHICAGO HEALTH DEPT,T904,10000 W OHARE,CHICAGO,60666,10000 W OHARE_CHICAGO_60666,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,9,Female,PCRWNV,NEGATIVE,0,13-Jul-12,Culex,PIPIENS/RESTUANS,UTR0949,GISSA,-87.89703,41.96849,IDPH,33664,11-Jul-12,28,UTR0949 33664,1
Y12P09388,205977,CHICAGO HEALTH DEPT,T904,10000 W OHARE,CHICAGO,60666,10000 W OHARE_CHICAGO_60666,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,3,Female,PCRWNV,NEGATIVE,0,13-Jul-12,Culex,RESTUANS,UTR0949,GISSA,-87.89703,41.96849,IDPH,33665,11-Jul-12,28,UTR0949 33665,1
Y12P09390,205978,CHICAGO HEALTH DEPT,T906,10000 W OHARE AIRPORT,CHICAGO,60666,10000 W OHARE AIRPORT_CHICAGO_60666,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,5,Female,PCRWNV,NEGATIVE,0,13-Jul-12,Culex,PIPIENS/RESTUANS,UTR0950,GISSA,-87.89703,41.96849,IDPH,33666,11-Jul-12,28,UTR0950 33666,1
Y12P09392,205979,CHICAGO HEALTH DEPT,T912,10000 W OHARE AIRPORT,CHICAGO,60666,10000 W OHARE AIRPORT_CHICAGO_60666,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,19,Female,PCRWNV,POSITIVE,1,13-Jul-12,Culex,PIPIENS/RESTUANS,UTR0951,GISSA,-87.89703,41.96849,IDPH,33667,11-Jul-12,28,UTR0951 33667,1
Y12P09394,205980,CHICAGO HEALTH DEPT,T912,10000 W OHARE AIRPORT,CHICAGO,60666,10000 W OHARE AIRPORT_CHICAGO_60666,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,3,Female,PCRWNV,NEGATIVE,0,13-Jul-12,Culex,RESTUANS,UTR0951,GISSA,-87.89703,41.96849,IDPH,33668,11-Jul-12,28,UTR0951 33668,1
Y12P09396,205981,CHICAGO HEALTH DEPT,T913,10000 W OHARE AIRPORT,CHICAGO,60666,10000 W OHARE AIRPORT_CHICAGO_60666,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,20,Female,PCRWNV,POSITIVE,1,13-Jul-12,Culex,PIPIENS/RESTUANS,UTR0953,GISSA,-87.89703,41.96849,IDPH,33669,11-Jul-12,28,UTR0953 33669,1
Y12P09398,205982,CHICAGO HEALTH DEPT,T913,10000 W OHARE AIRPORT,CHICAGO,60666,10000 W OHARE AIRPORT_CHICAGO_60666,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,5,Female,PCRWNV,NEGATIVE,0,13-Jul-12,Culex,RESTUANS,UTR0953,GISSA,-87.89703,41.96849,IDPH,33670,11-Jul-12,28,UTR0953 33670,1
Y12P09400,205983,CHICAGO HEALTH DEPT,T916,10000 W OHARE AIRPORT,CHICAGO,60666,10000 W OHARE AIRPORT_CHICAGO_60666,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,14,Female,PCRWNV,POSITIVE,1,13-Jul-12,Culex,PIPIENS/RESTUANS,UTR0954,GISSA,-87.89703,41.96849,IDPH,33671,11-Jul-12,28,UTR0954 33671,1
Y12P09402,205984,CHICAGO HEALTH DEPT,T916,10000 W OHARE AIRPORT,CHICAGO,60666,10000 W OHARE AIRPORT_CHICAGO_60666,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,5,Female,PCRWNV,NEGATIVE,0,13-Jul-12,Culex,RESTUANS,UTR0954,GISSA,-87.89703,41.96849,IDPH,33672,11-Jul-12,28,UTR0954 33672,1
Y12P09404,205985,CHICAGO HEALTH DEPT,T918,10000 W OHARE AIRPORT,CHICAGO,60666,10000 W OHARE AIRPORT_CHICAGO_60666,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,13-Jul-12,Culex,PIPIENS,UTR0958,GISSA,-87.89703,41.96849,IDPH,33673,11-Jul-12,28,UTR0958 33673,1
Y12P09406,205986,CHICAGO HEALTH DEPT,T918,10000 W OHARE AIRPORT,CHICAGO,60666,10000 W OHARE AIRPORT_CHICAGO_60666,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,4,Female,PCRWNV,NEGATIVE,0,13-Jul-12,Culex,PIPIENS/RESTUANS,UTR0958,GISSA,-87.89703,41.96849,IDPH,33674,11-Jul-12,28,UTR0958 33674,1
Y12P06450,204217,SKOKIE HEALTH DEPT,TRAP 1,3500 OAKTON STREET,SKOKIE,60076,3500 OAKTON STREET_SKOKIE_60076,COOK,SKOKIE HEALTH DEPT,GRAVID TRAP,395,Female,RAMP WNV,POSITIVE,1,12-Jul-12,Culex,SPP,UTR0989,GISSA,-87.715814,42.026424,IDPH,070912-1,09-Jul-12,28,UTR0989 070912-1,1
Y12P08837,205672,KENDALL COUNTY HEALTH DEPT,TRAP 1,811 W. JOHN STREET,YORKVILLE,60560,811 W. JOHN STREET_YORKVILLE_60560,KENDALL,KENDALL COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,17-Jul-12,Culex,SP,UTR0720,IDPH,-88.463232,41.65886,IDPH,17,10-Jul-12,28,UTR0720 17,1
Y12P11058,208277,KENDALL COUNTY HEALTH DEPT,TRAP 2,811 W.JOHN STREET,YORKVILLE,60560,811 W.JOHN STREET_YORKVILLE_60560,KENDALL,KENDALL COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,17-Jul-12,Culex,SP,UTR0721,IDPH,-88.463232,41.65886,IDPH,018,10-Jul-12,28,UTR0721 018,1
Y12P11059,208278,KENDALL COUNTY HEALTH DEPT,TRAP 3,14733 N. CENTER STREET,PLANO,60545,14733 N. CENTER STREET_PLANO_60545,KENDALL,KENDALL COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,17-Jul-12,Culex,SP,UTR0727,IDPH,-88.540651,41.671274,IDPH,019,10-Jul-12,28,UTR0727 019,1
Y12P06049,203909,WILL COUNTY HEALTH DEPT,TRAP 33,16640 W. HILLSIDE COURT,LOCKPORT,60441,16640 W. HILLSIDE COURT_LOCKPORT_60441,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,10,Female,RAMP WNV,NEGATIVE,0,11-Jul-12,Culex,SPP,UTR0663,IDPH,-88.01362,41.36885,IDPH,1233WCHD17,10-Jul-12,28,UTR0663 1233WCHD17,1
Y12P08681,205384,WILL COUNTY HEALTH DEPT,TRAP 33,16640 W. HILLSIDE COURT,LOCKPORT,60441,16640 W. HILLSIDE COURT_LOCKPORT_60441,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,10,Female,RAMP WNV,NEGATIVE,0,16-Jul-12,Culex,SPP,UTR0663,IDPH,-88.01362,41.36885,IDPH,1233WCHD18,13-Jul-12,28,UTR0663 1233WCHD18,1
Y12P11060,208279,KENDALL COUNTY HEALTH DEPT,TRAP 6,407 W. CENTER STREET,YORKVILLE,60560,407 W. CENTER STREET_YORKVILLE_60560,KENDALL,KENDALL COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,17-Jul-12,Culex,SP,UTR0711,IDPH,-88.450507,41.647545,IDPH,020,10-Jul-12,28,UTR0711 020,1
Y12P13269,209874,COOK COUNTY HEALTH DEPT,TRP-12,Montrose & Oak Park Ave.,HARWOOD HEIGHTS,60656,Montrose & Oak Park Ave._HARWOOD HEIGHTS_60656,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,10-Jul-12,Culex,SP,UTR0966,GISSA,-87.83012,41.97563,IDPH,326,09-Jul-12,28,UTR0966 326,1
Y12P13304,210069,COOK COUNTY HEALTH DEPT,TRP-12,Montrose & Oak Park Ave.,HARWOOD HEIGHTS,60656,Montrose & Oak Park Ave._HARWOOD HEIGHTS_60656,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,12-Jul-12,Culex,SP,UTR0966,GISSA,-87.83012,41.97563,IDPH,351,11-Jul-12,28,UTR0966 351,1
Y12P13363,210124,COOK COUNTY HEALTH DEPT,TRP-12,Montrose & Oak Park Ave.,HARWOOD HEIGHTS,60656,Montrose & Oak Park Ave._HARWOOD HEIGHTS_60656,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,RAMP WNV,NEGATIVE,0,17-Jul-12,Culex,SP,UTR0966,GISSA,-87.83012,41.97563,IDPH,395,13-Jul-12,28,UTR0966 395,1
Y12P07595,204745,Clarke Mosquito Control,W442,POLICE STATION,WOOD DALE,60191,POLICE STATION_WOOD DALE_60191,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,6,Female,RAMP WNV,NEGATIVE,0,10-Jul-12,Culex,SPP,UTR0940,GISSA,-87.97927,41.96472,IDPH,012-0265,10-Jul-12,28,UTR0940 012-0265,1
Y12P07594,204744,Clarke Mosquito Control,W443,POTTER & CENTRAL,WOOD DALE,60191,POTTER & CENTRAL_WOOD DALE_60191,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,28,Female,RAMP WNV,POSITIVE,1,10-Jul-12,Culex,SPP,UTR0941,GISSA,-87.97927,41.96472,IDPH,012-0264,10-Jul-12,28,UTR0941 012-0264,1
Y12P06048,203908,WILL COUNTY HEALTH DEPT,WCHD1,501 ELLA,JOLIET,60433,501 ELLA_JOLIET_60433,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,30,Female,RAMP WNV,NEGATIVE,0,11-Jul-12,Culex,SPP,UTR0649,IDPH,-88.04039,41.30351,IDPH,1201WCHD14,10-Jul-12,28,UTR0649 1201WCHD14,1
Y12P08682,205385,WILL COUNTY HEALTH DEPT,WCHD1,501 ELLA,JOLIET,60433,501 ELLA_JOLIET_60433,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,25,Female,RAMP WNV,POSITIVE,1,16-Jul-12,Culex,PIPIENS,UTR0649,IDPH,-88.04039,41.30351,IDPH,1201WCHD15,13-Jul-12,28,UTR0649 1201WCHD15,1
Y12P06057,203917,WILL COUNTY HEALTH DEPT,WCHD10,1201 DOUGLAS,CRETE,60417,1201 DOUGLAS_CRETE_60417,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,10,Female,RAMP WNV,NEGATIVE,0,11-Jul-12,Culex,SPP,UTR0674,IDPH,-87.616758,41.433593,IDPH,1210WCHD17,10-Jul-12,28,UTR0674 1210WCHD17,1
Y12P08686,205389,WILL COUNTY HEALTH DEPT,WCHD10,1201 DOUGLAS,CRETE,60417,1201 DOUGLAS_CRETE_60417,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,25,Female,RAMP WNV,NEGATIVE,0,16-Jul-12,Culex,SPP,UTR0674,IDPH,-87.616758,41.433593,IDPH,1210WCHD18,13-Jul-12,28,UTR0674 1210WCHD18,1
Y12P06056,203916,WILL COUNTY HEALTH DEPT,WCHD14,1240 RTHJE,PEOTONE,60468,1240 RTHJE_PEOTONE_60468,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,20,Female,RAMP WNV,NEGATIVE,0,11-Jul-12,Culex,SPP,UTR0654,IDPH,-88.800075,41.316761,IDPH,1214WCHD15,10-Jul-12,28,UTR0654 1214WCHD15,1
Y12P08687,205390,WILL COUNTY HEALTH DEPT,WCHD14,1240 RTHJE,PEOTONE,60468,1240 RTHJE_PEOTONE_60468,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,16,Female,RAMP WNV,NEGATIVE,0,16-Jul-12,Culex,SPP,UTR0654,IDPH,-88.800075,41.316761,IDPH,1214WCHD16,13-Jul-12,28,UTR0654 1214WCHD16,1
Y12P06050,203910,WILL COUNTY HEALTH DEPT,WCHD16,14200 PARKER RD,LOCKPORT,60441,14200 PARKER RD_LOCKPORT_60441,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,45,Female,RAMP WNV,NEGATIVE,0,11-Jul-12,Culex,SPP,UTR0707,IDPH,-87.950095,41.616909,IDPH,1216WCHD17,10-Jul-12,28,UTR0707 1216WCHD17,1
Y12P06052,203912,WILL COUNTY HEALTH DEPT,WCHD17,425 TROUT FARM ROAD,BOLINGBROOK,60440,425 TROUT FARM ROAD_BOLINGBROOK_60440,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,70,Female,RAMP WNV,NEGATIVE,0,11-Jul-12,Culex,SPP,UTR0739,IDPH,-88.083411,41.700193,IDPH,1217WCHD18,10-Jul-12,28,UTR0739 1217WCHD18,1
Y12P08691,205394,WILL COUNTY HEALTH DEPT,WCHD17,425 TROUT FARM ROAD,BOLINGBROOK,60440,425 TROUT FARM ROAD_BOLINGBROOK_60440,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,40,Female,RAMP WNV,NEGATIVE,0,16-Jul-12,Culex,SPP,UTR0739,IDPH,-88.083411,41.700193,IDPH,1217WCHD19,13-Jul-12,28,UTR0739 1217WCHD19,1
Y12P06058,203918,WILL COUNTY HEALTH DEPT,WCHD24,8122 W SAUK TRAIL ROAD,FRANKFORT,60423,8122 W SAUK TRAIL ROAD_FRANKFORT_60423,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,30,Female,RAMP WNV,NEGATIVE,0,11-Jul-12,Culex,SPP,UTR0687,IDPH,-87.81483,41.488883,IDPH,1224WCHD18,10-Jul-12,28,UTR0687 1224WCHD18,1
Y12P08684,205387,WILL COUNTY HEALTH DEPT,WCHD24,8122 W SAUK TRAIL ROAD,FRANKFORT,60423,8122 W SAUK TRAIL ROAD_FRANKFORT_60423,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,35,Female,RAMP WNV,NEGATIVE,0,16-Jul-12,Culex,SPP,UTR0687,IDPH,-87.81483,41.488883,IDPH,1224WCHD19,13-Jul-12,28,UTR0687 1224WCHD19,1
Y12P08685,205388,WILL COUNTY HEALTH DEPT,WCHD27,44 TOWN CENTER,PARK FOREST,60466,44 TOWN CENTER_PARK FOREST_60466,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,10,Female,RAMP WNV,NEGATIVE,0,16-Jul-12,Culex,SPP,UTR0675,IDPH,-87.68861,41.44869,IDPH,1227WCHD12,13-Jul-12,28,UTR0675 1227WCHD12,1
Y12P06055,203915,WILL COUNTY HEALTH DEPT,WCHD28,601 MEADOWOOD LANE,WILMINGTON,60481,601 MEADOWOOD LANE_WILMINGTON_60481,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,20,Female,RAMP WNV,NEGATIVE,0,11-Jul-12,Culex,SPP,UTR0648,IDPH,-88.18417,41.30231,IDPH,1228WCHD16,10-Jul-12,28,UTR0648 1228WCHD16,1
Y12P08688,205391,WILL COUNTY HEALTH DEPT,WCHD28,601 MEADOWOOD LANE,WILMINGTON,60481,601 MEADOWOOD LANE_WILMINGTON_60481,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,20,Female,RAMP WNV,NEGATIVE,0,16-Jul-12,Culex,SPP,UTR0648,IDPH,-88.18417,41.30231,IDPH,1228WCHD17,13-Jul-12,28,UTR0648 1228WCHD17,1
Y12P06053,203913,WILL COUNTY HEALTH DEPT,WCHD29,"2601 LOCKPORT STREET PLAINFIELD, IL 60544",PLAINFIELD,60544,"2601 LOCKPORT STREET PLAINFIELD, IL 60544_PLAINFIELD_60544",WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,70,Female,RAMP WNV,NEGATIVE,0,11-Jul-12,Culex,SPP,UTR0703,IDPH,-88.21238,41.6075,IDPH,1229WCHD17,10-Jul-12,28,UTR0703 1229WCHD17,1
Y12P08690,205393,WILL COUNTY HEALTH DEPT,WCHD29,"2601 LOCKPORT STREET PLAINFIELD, IL 60544",PLAINFIELD,60544,"2601 LOCKPORT STREET PLAINFIELD, IL 60544_PLAINFIELD_60544",WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,30,Female,RAMP WNV,NEGATIVE,0,16-Jul-12,Culex,SPP,UTR0703,IDPH,-88.21238,41.6075,IDPH,1229WCHD18,13-Jul-12,28,UTR0703 1229WCHD18,1
Y12P06059,203919,WILL COUNTY HEALTH DEPT,WCHD3,339 W. HAVEN,NEW LENOX,60451,339 W. HAVEN_NEW LENOX_60451,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,15,Female,RAMP WNV,NEGATIVE,0,11-Jul-12,Culex,SPP,UTR0652,IDPH,-87.58277,41.30723,IDPH,1203WCHD17,10-Jul-12,28,UTR0652 1203WCHD17,1
Y12P08683,205386,WILL COUNTY HEALTH DEPT,WCHD3,339 W. HAVEN,NEW LENOX,60451,339 W. HAVEN_NEW LENOX_60451,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,10,Female,RAMP WNV,NEGATIVE,0,16-Jul-12,Culex,SPP,UTR0652,IDPH,-87.58277,41.30723,IDPH,1203WCHD18,13-Jul-12,28,UTR0652 1203WCHD18,1
Y12P06054,203914,WILL COUNTY HEALTH DEPT,WCHD31,RT. 59,JOLIET,60431,RT. 59_JOLIET_60431,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,20,Female,RAMP WNV,NEGATIVE,0,11-Jul-12,Culex,SPP,UTR0691,IDPH,-88.1991,41.50903,IDPH,1231WCHD16,10-Jul-12,28,UTR0691 1231WCHD16,1
Y12P08689,205392,WILL COUNTY HEALTH DEPT,WCHD31,RT. 59,JOLIET,60431,RT. 59_JOLIET_60431,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,17,Female,RAMP WNV,NEGATIVE,0,16-Jul-12,Culex,SPP,UTR0691,IDPH,-88.1991,41.50903,IDPH,1231WCHD17,13-Jul-12,28,UTR0691 1231WCHD17,1
Y12P06051,203911,WILL COUNTY HEALTH DEPT,WCHD6,301 RECREATION DR.,BOLINGBROOK,60440,301 RECREATION DR._BOLINGBROOK_60440,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,13,Female,RAMP WNV,NEGATIVE,0,11-Jul-12,Culex,SPP,UTR0670,IDPH,-88.03497,41.4189,IDPH,1206WCHD18,10-Jul-12,28,UTR0670 1206WCHD18,1
Y12P08692,205395,WILL COUNTY HEALTH DEPT,WCHD6,301 RECREATION DR.,BOLINGBROOK,60440,301 RECREATION DR._BOLINGBROOK_60440,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,20,Female,RAMP WNV,NEGATIVE,0,16-Jul-12,Culex,SPP,UTR0670,IDPH,-88.03497,41.4189,IDPH,1206WCHD19,13-Jul-12,28,UTR0670 1206WCHD19,1
Y12P07514,204667,FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WCWN05,HAWTHORNE LN. AND MCQUEEN DR.,WEST CHICAGO,60185,HAWTHORNE LN. AND MCQUEEN DR._WEST CHICAGO_60185,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,2,Female,RAMP WNV,NEGATIVE,0,11-Jul-12,Culex,SP,UTR0882,IDPH,-88.221237,41.893553,IDPH,69,11-Jul-12,28,UTR0882 69,1
Y12P10049,207561,FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WDWN04,Dale Ave. and S. Neltnor Blvd.,WEST CHICAGO,60185,Dale Ave. and S. Neltnor Blvd._WEST CHICAGO_60185,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,21,Female,RAMP WNV,NEGATIVE,0,13-Jul-12,Culex,SP,UTR0860,GISSA,-88.19498,41.86749,IDPH,78,13-Jul-12,28,UTR0860 78,1
Y12P06286,203999,Desplaines Valley MAD,we,Roosevelt & Oakridge,HILLSIDE,60162,Roosevelt & Oakridge_HILLSIDE_60162,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,18-Jul-12,Culex,PIPIENS/RESTUANS,UTR0856,IDPH,-87.88832,41.85585,IDPH,dv523,08-Jul-12,28,UTR0856 dv523,2
Y12P06289,204000,Desplaines Valley MAD,we,Roosevelt & Oakridge,HILLSIDE,60162,Roosevelt & Oakridge_HILLSIDE_60162,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,18-Jul-12,Culex,PIPIENS/RESTUANS,UTR0856,IDPH,-87.88832,41.85585,IDPH,dv524,08-Jul-12,28,UTR0856 dv524,2
Y12P06292,204001,Desplaines Valley MAD,we,Roosevelt & Oakridge,HILLSIDE,60162,Roosevelt & Oakridge_HILLSIDE_60162,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,POSITIVE,1,18-Jul-12,Culex,PIPIENS/RESTUANS,UTR0856,IDPH,-87.88832,41.85585,IDPH,dv525,08-Jul-12,28,UTR0856 dv525,2
Y12P06295,204002,Desplaines Valley MAD,we,Roosevelt & Oakridge,HILLSIDE,60162,Roosevelt & Oakridge_HILLSIDE_60162,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,33,Female,PCRWNV,POSITIVE,1,18-Jul-12,Culex,PIPIENS/RESTUANS,UTR0856,IDPH,-87.88832,41.85585,IDPH,dv526,08-Jul-12,28,UTR0856 dv526,2
Y12P10116,207590,Desplaines Valley MAD,we,Roosevelt & Oakridge,HILLSIDE,60162,Roosevelt & Oakridge_HILLSIDE_60162,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,18-Jul-12,Culex,PIPIENS/RESTUANS,UTR0856,IDPH,-87.88832,41.85585,IDPH,dv569,10-Jul-12,28,UTR0856 dv569,2
Y12P10189,207621,Desplaines Valley MAD,we,Roosevelt & Oakridge,HILLSIDE,60162,Roosevelt & Oakridge_HILLSIDE_60162,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,26-Jul-12,Culex,PIPIENS/RESTUANS,UTR0856,IDPH,-87.88832,41.85585,IDPH,dv600,12-Jul-12,28,UTR0856 dv600,2
Y12P08859,205694,IDPH,WILL 03,WEHRLI AND E. 87TH STREET,BOLINGBROOK,60440,WEHRLI AND E. 87TH STREET_BOLINGBROOK_60440,WILL,WILL COUNTY HEALTH DEPT,GRAVID TRAP,27,Female,RAMP WNV,NEGATIVE,0,16-Jul-12,Culex,PIPIENS/RESTUANS,UTR0740,GISSA,-88.07615,41.70222,IDPH,380,12-Jul-12,28,UTR0740 380,1
Y12P07513,204666,FOREST PRESERVE DISTRICT OF DUPAGE COUNTY,WMWN03,Fair Oaks Rd. and Judith Ct.,WINFIELD,60190,Fair Oaks Rd. and Judith Ct._WINFIELD_60190,DUPAGE,DUPAGE COUNTY HEALTH DEPT,GRAVID TRAP,14,Female,RAMP WNV,NEGATIVE,0,11-Jul-12,Culex,SP,UTR0869,GISSA,-88.15277,41.87515,IDPH,68,11-Jul-12,28,UTR0869 68,1
Y12P05798,203733,KANE COUNTY HEALTH DEPT,WNV-2012-001,121 RIVER STREET,AURORA,60506,121 RIVER STREET_AURORA_60506,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,207,Female,RAMP WNV,NEGATIVE,0,10-Jul-12,Culex,SP,UTR0778,GISSA,-88.319879,41.756858,IDPH,201200109,09-Jul-12,28,UTR0778 201200109,1
Y12P07608,204758,KANE COUNTY HEALTH DEPT,WNV-2012-001,121 RIVER STREET,AURORA,60506,121 RIVER STREET_AURORA_60506,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,157,Female,RAMP WNV,POSITIVE,1,13-Jul-12,Culex,SP,UTR0778,GISSA,-88.319879,41.756858,IDPH,201200110,12-Jul-12,28,UTR0778 201200110,1
Y12P05799,203734,KANE COUNTY HEALTH DEPT,WNV-2012-002,1635 SHEFFER ROAD,AURORA,60505,1635 SHEFFER ROAD_AURORA_60505,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,323,Female,RAMP WNV,NEGATIVE,0,10-Jul-12,Culex,SP,UTR0800,IDPH,-88.276448,41.777742,IDPH,201200209,09-Jul-12,28,UTR0800 201200209,1
Y12P07609,204759,KANE COUNTY HEALTH DEPT,WNV-2012-002,1635 SHEFFER ROAD,AURORA,60505,1635 SHEFFER ROAD_AURORA_60505,KANE,KANE COUNTY HEALTH DEPT,GRAVID TRAP,202,Female,RAMP WNV,POSITIVE,1,12-Jul-12,Culex,SP,UTR0800,IDPH,-88.276448,41.777742,IDPH,201200210,12-Jul-12,28,UTR0800 201200210,1
