OBJECTID,ORGANIZATION,LOCATEID,COLLECADDRES,COLLECCITY,COLLECZIP,COMP_ADDR,FIPSCOUNTY,JURISDNAME,TRAPTYPE,POOLSIZE,GENDER,TESTTYPE,RESULTTYPE,ISPOS,TESTDATE,GENUS,SPECIES,LL_Source,LOGITUDE,LATITUDE,COLLECSAMPLEID,COLLECDATE,WEEK_NEW,NUMTESTS,UniqueID
229765,Desplaines Valley MAD,rp,Roberts Rd. & 84th Pl.,JUSTICE,60458,Roberts Rd. & 84th Pl._JUSTICE_60458,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,2-Aug-13,Culex,PIPIENS/RESTUANS,IDPH,-87.81937,41.73735,dv979,17-Jul-13,29,2,rp_dv979
229766,Desplaines Valley MAD,rp,Roberts Rd. & 84th Pl.,JUSTICE,60458,Roberts Rd. & 84th Pl._JUSTICE_60458,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,2-Aug-13,Culex,PIPIENS/RESTUANS,IDPH,-87.81937,41.73735,dv980,17-Jul-13,29,2,rp_dv980
229788,Desplaines Valley MAD,rp,Roberts Rd. & 84th Pl.,JUSTICE,60458,Roberts Rd. & 84th Pl._JUSTICE_60458,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,2-Aug-13,Culex,PIPIENS/RESTUANS,IDPH,-87.81937,41.73735,dv1002,18-Jul-13,29,2,rp_dv1002
229789,Desplaines Valley MAD,rp,Roberts Rd. & 84th Pl.,JUSTICE,60458,Roberts Rd. & 84th Pl._JUSTICE_60458,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,2-Aug-13,Culex,PIPIENS/RESTUANS,IDPH,-87.81937,41.73735,dv1003,18-Jul-13,29,2,rp_dv1003
228302,Desplaines Valley MAD,su,7326 57th St.,SUMMIT,60501,7326 57th St._SUMMIT_60501,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,25-Jul-13,Culex,PIPIENS/RESTUANS,IDPH,-87.80536,41.78853,dv869,14-Jul-13,29,2,su_dv869
228303,Desplaines Valley MAD,su,7326 57th St.,SUMMIT,60501,7326 57th St._SUMMIT_60501,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,25-Jul-13,Culex,PIPIENS/RESTUANS,IDPH,-87.80536,41.78853,dv870,14-Jul-13,29,2,su_dv870
228297,Desplaines Valley MAD,su,7326 57th St.,SUMMIT,60501,7326 57th St._SUMMIT_60501,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,44,Female,PCRWNV,NEGATIVE,0,25-Jul-13,Culex,PIPIENS/RESTUANS,IDPH,-87.80536,41.78853,dv871,14-Jul-13,29,2,su_dv871
229717,Desplaines Valley MAD,su,7326 57th St.,SUMMIT,60501,7326 57th St._SUMMIT_60501,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,26-Jul-13,Culex,PIPIENS/RESTUANS,IDPH,-87.80536,41.78853,dv931,15-Jul-13,29,2,su_dv931
229738,Desplaines Valley MAD,su,7326 57th St.,SUMMIT,60501,7326 57th St._SUMMIT_60501,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,26-Jul-13,Culex,PIPIENS/RESTUANS,IDPH,-87.80536,41.78853,dv952,16-Jul-13,29,2,su_dv952
229739,Desplaines Valley MAD,su,7326 57th St.,SUMMIT,60501,7326 57th St._SUMMIT_60501,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,26-Jul-13,Culex,PIPIENS/RESTUANS,IDPH,-87.80536,41.78853,dv953,16-Jul-13,29,2,su_dv953
229764,Desplaines Valley MAD,su,7326 57th St.,SUMMIT,60501,7326 57th St._SUMMIT_60501,COOK,COOK COUNTY HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,2-Aug-13,Culex,PIPIENS/RESTUANS,IDPH,-87.80536,41.78853,dv978,17-Jul-13,29,2,su_dv978
228936,CHICAGO HEALTH DEPT,T002,4100 N OAK PARK AVE,CHICAGO,60634,4100 N OAK PARK AVE_CHICAGO_60634,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,34,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,RESTUANS,GISSA,-87.797383,41.956162,36228,16-Jul-13,29,1,T002_36228
228939,CHICAGO HEALTH DEPT,T008,7000 N MONON AVE,CHICAGO,60646,7000 N MONON AVE_CHICAGO_60646,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,28,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,PIPIENS/RESTUANS,GISSA,-87.777998,42.00916,36231,16-Jul-13,29,1,T008_36231
228943,CHICAGO HEALTH DEPT,T008,7000 N MONON AVE,CHICAGO,60646,7000 N MONON AVE_CHICAGO_60646,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,46,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,RESTUANS,GISSA,-87.777998,42.00916,36235,16-Jul-13,29,1,T008_36235
228940,CHICAGO HEALTH DEPT,T008,7000 N MONON AVE,CHICAGO,60646,7000 N MONON AVE_CHICAGO_60646,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,28,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,PIPIENS/RESTUANS,GISSA,-87.777998,42.00916,36232,17-Jul-13,29,1,T008_36232
228941,CHICAGO HEALTH DEPT,T008,7000 N MONON AVE,CHICAGO,60646,7000 N MONON AVE_CHICAGO_60646,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,RESTUANS,GISSA,-87.777998,42.00916,36233,17-Jul-13,29,1,T008_36233
228942,CHICAGO HEALTH DEPT,T008,7000 N MONON AVE,CHICAGO,60646,7000 N MONON AVE_CHICAGO_60646,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,43,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,RESTUANS,GISSA,-87.777998,42.00916,36234,17-Jul-13,29,1,T008_36234
228944,CHICAGO HEALTH DEPT,T009,9159 W. Higgins Rd.,CHICAGO,60631,9159 W. Higgins Rd._CHICAGO_60631,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,RESTUANS,GISSA,-87.81399,41.99466,36236,16-Jul-13,29,1,T009_36236
228945,CHICAGO HEALTH DEPT,T011,3600 N PITTSBURGH AVE,CHICAGO,60634,3600 N PITTSBURGH AVE_CHICAGO_60634,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,PIPIENS,GISSA,-87.832826,41.944932,36237,16-Jul-13,29,1,T011_36237
228946,CHICAGO HEALTH DEPT,T011,3600 N PITTSBURGH AVE,CHICAGO,60634,3600 N PITTSBURGH AVE_CHICAGO_60634,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,6,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,PIPIENS/RESTUANS,GISSA,-87.832826,41.944932,36238,16-Jul-13,29,1,T011_36238
228947,CHICAGO HEALTH DEPT,T011,3600 N PITTSBURGH AVE,CHICAGO,60634,3600 N PITTSBURGH AVE_CHICAGO_60634,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,18,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,RESTUANS,GISSA,-87.832826,41.944932,36239,16-Jul-13,29,1,T011_36239
228948,CHICAGO HEALTH DEPT,T012,6200 N LEMONT AVE,CHICAGO,60646,6200 N LEMONT AVE_CHICAGO_60646,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,46,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,PIPIENS/RESTUANS,GISSA,-87.745125,41.993804,36240,16-Jul-13,29,1,T012_36240
228950,CHICAGO HEALTH DEPT,T012,6200 N LEMONT AVE,CHICAGO,60646,6200 N LEMONT AVE_CHICAGO_60646,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,24,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,RESTUANS,GISSA,-87.745125,41.993804,36242,16-Jul-13,29,1,T012_36242
228949,CHICAGO HEALTH DEPT,T012,6200 N LEMONT AVE,CHICAGO,60646,6200 N LEMONT AVE_CHICAGO_60646,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,29,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,RESTUANS,GISSA,-87.745125,41.993804,36241,17-Jul-13,29,1,T012_36241
228952,CHICAGO HEALTH DEPT,T013,6100 W FULLERTON,CHICAGO,60639,6100 W FULLERTON_CHICAGO_60639,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,20,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,RESTUANS,IDPH,-87.7782,41.923864,36269,16-Jul-13,29,1,T013_36269
228954,CHICAGO HEALTH DEPT,T017,600 W MONTROSE DR,CHICAGO,60613,600 W MONTROSE DR_CHICAGO_60613,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,4,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,RESTUANS,GISSA,-87.646889,41.961944,36253,16-Jul-13,29,1,T017_36253
228953,CHICAGO HEALTH DEPT,T017,600 W MONTROSE DR,CHICAGO,60613,600 W MONTROSE DR_CHICAGO_60613,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,PIPIENS/RESTUANS,GISSA,-87.646889,41.961944,36252,17-Jul-13,29,1,T017_36252
228955,CHICAGO HEALTH DEPT,T018,1200 W GREENLEAF AVE,CHICAGO,60626,1200 W GREENLEAF AVE_CHICAGO_60626,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,RESTUANS,GISSA,-87.660537,42.010464,36254,16-Jul-13,29,1,T018_36254
228956,CHICAGO HEALTH DEPT,T027,5800 N PULASKI,CHICAGO,60646,5800 N PULASKI_CHICAGO_60646,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,23,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,PIPIENS/RESTUANS,GISSA,-87.728573,41.98586,36255,16-Jul-13,29,1,T027_36255
228957,CHICAGO HEALTH DEPT,T027,5800 N PULASKI,CHICAGO,60646,5800 N PULASKI_CHICAGO_60646,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,RESTUANS,GISSA,-87.728573,41.98586,36256,16-Jul-13,29,1,T027_36256
228958,CHICAGO HEALTH DEPT,T027,5800 N PULASKI,CHICAGO,60646,5800 N PULASKI_CHICAGO_60646,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,14,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,RESTUANS,GISSA,-87.728573,41.98586,36257,16-Jul-13,29,1,T027_36257
228959,CHICAGO HEALTH DEPT,T028,5800 N WESTERN,CHICAGO,60659,5800 N WESTERN_CHICAGO_60659,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,16,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,PIPIENS/RESTUANS,GISSA,-87.689616,41.986853,36258,16-Jul-13,29,1,T028_36258
228960,CHICAGO HEALTH DEPT,T028,5800 N WESTERN,CHICAGO,60659,5800 N WESTERN_CHICAGO_60659,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,10,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,RESTUANS,GISSA,-87.689616,41.986853,36259,16-Jul-13,29,1,T028_36259
228962,CHICAGO HEALTH DEPT,T030,100 N CENTRAL PARK,CHICAGO,60624,100 N CENTRAL PARK_CHICAGO_60624,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,PIPIENS/RESTUANS,GISSA,-87.715918,41.881551,36271,16-Jul-13,29,1,T030_36271
228963,CHICAGO HEALTH DEPT,T030,100 N CENTRAL PARK,CHICAGO,60624,100 N CENTRAL PARK_CHICAGO_60624,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,PIPIENS/RESTUANS,GISSA,-87.715918,41.881551,36272,16-Jul-13,29,1,T030_36272
228964,CHICAGO HEALTH DEPT,T030,100 N CENTRAL PARK,CHICAGO,60624,100 N CENTRAL PARK_CHICAGO_60624,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,PIPIENS/RESTUANS,GISSA,-87.715918,41.881551,36273,16-Jul-13,29,1,T030_36273
228965,CHICAGO HEALTH DEPT,T030,100 N CENTRAL PARK,CHICAGO,60624,100 N CENTRAL PARK_CHICAGO_60624,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,PIPIENS/RESTUANS,GISSA,-87.715918,41.881551,36274,16-Jul-13,29,1,T030_36274
228966,CHICAGO HEALTH DEPT,T030,100 N CENTRAL PARK,CHICAGO,60624,100 N CENTRAL PARK_CHICAGO_60624,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,38,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,PIPIENS/RESTUANS,GISSA,-87.715918,41.881551,36275,16-Jul-13,29,1,T030_36275
228971,CHICAGO HEALTH DEPT,T030,100 N CENTRAL PARK,CHICAGO,60624,100 N CENTRAL PARK_CHICAGO_60624,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,38,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,RESTUANS,GISSA,-87.715918,41.881551,36280,16-Jul-13,29,1,T030_36280
228967,CHICAGO HEALTH DEPT,T030,100 N CENTRAL PARK,CHICAGO,60624,100 N CENTRAL PARK_CHICAGO_60624,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,17,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,PIPIENS/RESTUANS,GISSA,-87.715918,41.881551,36276,17-Jul-13,29,1,T030_36276
228968,CHICAGO HEALTH DEPT,T030,100 N CENTRAL PARK,CHICAGO,60624,100 N CENTRAL PARK_CHICAGO_60624,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,RESTUANS,GISSA,-87.715918,41.881551,36277,17-Jul-13,29,1,T030_36277
228969,CHICAGO HEALTH DEPT,T030,100 N CENTRAL PARK,CHICAGO,60624,100 N CENTRAL PARK_CHICAGO_60624,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,50,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,RESTUANS,GISSA,-87.715918,41.881551,36278,17-Jul-13,29,1,T030_36278
228970,CHICAGO HEALTH DEPT,T030,100 N CENTRAL PARK,CHICAGO,60624,100 N CENTRAL PARK_CHICAGO_60624,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,34,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,RESTUANS,GISSA,-87.715918,41.881551,36279,17-Jul-13,29,1,T030_36279
228973,CHICAGO HEALTH DEPT,T031,500 S CNTRAL AVE,CHICAGO,60644,500 S CNTRAL AVE_CHICAGO_60644,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,30,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,RESTUANS,GISSA,-87.764712,41.873768,36282,16-Jul-13,29,1,T031_36282
228974,CHICAGO HEALTH DEPT,T033,1400 N HUMBOLDT DR,CHICAGO,60622,1400 N HUMBOLDT DR_CHICAGO_60622,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,6,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,PIPIENS/RESTUANS,GISSA,-87.701411,41.906689,36283,16-Jul-13,29,1,T033_36283
228975,CHICAGO HEALTH DEPT,T033,1400 N HUMBOLDT DR,CHICAGO,60622,1400 N HUMBOLDT DR_CHICAGO_60622,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,RESTUANS,GISSA,-87.701411,41.906689,36284,17-Jul-13,29,1,T033_36284
228976,CHICAGO HEALTH DEPT,T035,3035 S HOYNE AVE,CHICAGO,60626,3035 S HOYNE AVE_CHICAGO_60626,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,9,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,PIPIENS/RESTUANS,IDPH,-87.68,41.84,36329,16-Jul-13,29,1,T035_36329
228977,CHICAGO HEALTH DEPT,T039,1700 N PULASKI,CHICAGO,60639,1700 N PULASKI_CHICAGO_60639,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,7,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,PIPIENS/RESTUANS,GISSA,-87.726474,41.911726,36285,16-Jul-13,29,1,T039_36285
228978,CHICAGO HEALTH DEPT,T043,300 W 18TH ST,CHICAGO,60616,300 W 18TH ST_CHICAGO_60616,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,4,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,PIPIENS/RESTUANS,GISSA,-87.634511,41.857772,36293,16-Jul-13,29,1,T043_36293
228980,CHICAGO HEALTH DEPT,T046,2500 W GRAND AVE,CHICAGO,60612,2500 W GRAND AVE_CHICAGO_60612,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,RESTUANS,GISSA,-87.689162,41.891419,36295,16-Jul-13,29,1,T046_36295
228979,CHICAGO HEALTH DEPT,T046,2500 W GRAND AVE,CHICAGO,60612,2500 W GRAND AVE_CHICAGO_60612,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,4,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,PIPIENS/RESTUANS,GISSA,-87.689162,41.891419,36294,17-Jul-13,29,1,T046_36294
228981,CHICAGO HEALTH DEPT,T047,1100 S CALIFORNIA,CHICAGO,60612,1100 S CALIFORNIA_CHICAGO_60612,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,44,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,PIPIENS/RESTUANS,GISSA,-87.696013,41.868266,36296,16-Jul-13,29,1,T047_36296
228982,CHICAGO HEALTH DEPT,T047,1100 S CALIFORNIA,CHICAGO,60612,1100 S CALIFORNIA_CHICAGO_60612,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,12,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,RESTUANS,GISSA,-87.696013,41.868266,36297,16-Jul-13,29,1,T047_36297
228984,CHICAGO HEALTH DEPT,T048,700 S MILLER,CHICAGO,60607,700 S MILLER_CHICAGO_60607,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,48,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,RESTUANS,GISSA,-87.652364,41.87219,36299,16-Jul-13,29,1,T048_36299
228985,CHICAGO HEALTH DEPT,T049,1100 W CHICAGO,CHICAGO,60622,1100 W CHICAGO_CHICAGO_60622,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,PIPIENS/RESTUANS,GISSA,-87.68072,41.90257,36300,17-Jul-13,29,1,T049_36300
228986,CHICAGO HEALTH DEPT,T054A,2200 NORTH CANNON DRIVE,CHICAGO,60614,2200 NORTH CANNON DRIVE_CHICAGO_60614,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,15,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,PIPIENS/RESTUANS,IDPH,-87.631291,41.919824,36301,16-Jul-13,29,1,T054A_36301
228987,CHICAGO HEALTH DEPT,T054B,2001 NORTH CLARK STREET,CHICAGO,60614,2001 NORTH CLARK STREET_CHICAGO_60614,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,15,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,PIPIENS/RESTUANS,IDPH,-87.636004,41.918459,36305,16-Jul-13,29,1,T054B_36305
228988,CHICAGO HEALTH DEPT,T054B,2001 NORTH CLARK STREET,CHICAGO,60614,2001 NORTH CLARK STREET_CHICAGO_60614,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,9,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,RESTUANS,IDPH,-87.636004,41.918459,36306,16-Jul-13,29,1,T054B_36306
228990,CHICAGO HEALTH DEPT,T061,2000 W 51st,CHICAGO,60609,2000 W 51st_CHICAGO_60609,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,26,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,RESTUANS,GISSA,-87.674554,41.800404,36308,16-Jul-13,29,1,T061_36308
228989,CHICAGO HEALTH DEPT,T061,2000 W 51st,CHICAGO,60609,2000 W 51st_CHICAGO_60609,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,28,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,RESTUANS,GISSA,-87.674554,41.800404,36307,17-Jul-13,29,1,T061_36307
228991,CHICAGO HEALTH DEPT,T062,3535 W 51st,CHICAGO,60632,3535 W 51st_CHICAGO_60632,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,17,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,PIPIENS/RESTUANS,GISSA,-87.712058,41.800637,36309,16-Jul-13,29,1,T062_36309
228993,CHICAGO HEALTH DEPT,T063,3700 W Pulaski,CHICAGO,60623,3700 W Pulaski_CHICAGO_60623,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,9,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,RESTUANS,GISSA,-87.71712,41.85306,36311,16-Jul-13,29,1,T063_36311
228992,CHICAGO HEALTH DEPT,T063,3700 W Pulaski,CHICAGO,60623,3700 W Pulaski_CHICAGO_60623,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,3,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,PIPIENS/RESTUANS,GISSA,-87.71712,41.85306,36310,17-Jul-13,29,1,T063_36310
228994,CHICAGO HEALTH DEPT,T065,5200 W 63rd,CHICAGO,60638,5200 W 63rd_CHICAGO_60638,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,8,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,PIPIENS/RESTUANS,GISSA,-87.752311,41.777433,36312,17-Jul-13,29,1,T065_36312
228995,CHICAGO HEALTH DEPT,T066,6700 S KEDZIE AVE,CHICAGO,60629,6700 S KEDZIE AVE_CHICAGO_60629,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,30,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,PIPIENS/RESTUANS,GISSA,-87.703063,41.771622,36313,16-Jul-13,29,1,T066_36313
228996,CHICAGO HEALTH DEPT,T066,6700 S KEDZIE AVE,CHICAGO,60629,6700 S KEDZIE AVE_CHICAGO_60629,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,24,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,RESTUANS,GISSA,-87.703063,41.771622,36314,17-Jul-13,29,1,T066_36314
228998,CHICAGO HEALTH DEPT,T068,8100 S ASHLAND AVE,CHICAGO,60620,8100 S ASHLAND AVE_CHICAGO_60620,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,6,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,RESTUANS,GISSA,-87.663412,41.746644,36331,16-Jul-13,29,1,T068_36331
228997,CHICAGO HEALTH DEPT,T068,8100 S ASHLAND AVE,CHICAGO,60620,8100 S ASHLAND AVE_CHICAGO_60620,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,3,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,PIPIENS/RESTUANS,GISSA,-87.663412,41.746644,36330,17-Jul-13,29,1,T068_36330
228999,CHICAGO HEALTH DEPT,T069,2200 W 69TH ST,CHICAGO,60636,2200 W 69TH ST_CHICAGO_60636,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,11,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,PIPIENS/RESTUANS,GISSA,-87.677906,41.768434,36315,16-Jul-13,29,1,T069_36315
229000,CHICAGO HEALTH DEPT,T069,2200 W 69TH ST,CHICAGO,60636,2200 W 69TH ST_CHICAGO_60636,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,25,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,RESTUANS,GISSA,-87.677906,41.768434,36316,16-Jul-13,29,1,T069_36316
229002,CHICAGO HEALTH DEPT,T073,1030 E 67TH ST,CHICAGO,60637,1030 E 67TH ST_CHICAGO_60637,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,5,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,RESTUANS,GISSA,-87.60015,41.773251,36333,16-Jul-13,29,1,T073_36333
229001,CHICAGO HEALTH DEPT,T073,1030 E 67TH ST,CHICAGO,60637,1030 E 67TH ST_CHICAGO_60637,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,3,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,PIPIENS/RESTUANS,GISSA,-87.60015,41.773251,36332,17-Jul-13,29,1,T073_36332
229003,CHICAGO HEALTH DEPT,T074,3901 S ASHLAND AVE,CHICAGO,60609,3901 S ASHLAND AVE_CHICAGO_60609,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,22,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,RESTUANS,IDPH,-87.66,41.82,36334,16-Jul-13,29,1,T074_36334
229004,CHICAGO HEALTH DEPT,T077,6400 S STONY ISLAND AVE,CHICAGO,60637,6400 S STONY ISLAND AVE_CHICAGO_60637,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,1,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,RESTUANS,IDPH,-87.586491,41.778706,36335,16-Jul-13,29,1,T077_36335
229005,CHICAGO HEALTH DEPT,T079,7100 SOUTH SHORE DR,CHICAGO,60649,7100 SOUTH SHORE DR_CHICAGO_60649,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,2,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,PIPIENS/RESTUANS,GISSA,-87.562836,41.766239,36336,16-Jul-13,29,1,T079_36336
229006,CHICAGO HEALTH DEPT,T080,7700 S VERNON AVE,CHICAGO,60619,7700 S VERNON AVE_CHICAGO_60619,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,9,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,PIPIENS/RESTUANS,GISSA,-87.613863,41.754735,36337,16-Jul-13,29,1,T080_36337
229007,CHICAGO HEALTH DEPT,T080,7700 S VERNON AVE,CHICAGO,60619,7700 S VERNON AVE_CHICAGO_60619,COOK,CHICAGO HEALTH DEPT,GRAVID TRAP,6,Female,PCRWNV,NEGATIVE,0,19-Jul-13,Culex,RESTUANS,GISSA,-87.613863,41.754735,36338,16-Jul-13,29,1,T080_36338
